ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans,sim
1362811233305468929,A11W0WTHM4U2G0,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",मैं आपका क्रोध समूह सकता हूँ मगर हमारे विरोध का तरीक़ा आसाभ्य नहीं हो सकता ।,['Empathy'],Offensive,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।","আমি আপনার ক্রোধকে গোষ্ঠীভুক্ত করতে পারি, তবে আমাদের বিরোধিতার উপায় সম্ভব হতে পারে না।",0.9514845
1362811233305468929,A11W0WTHM4U2G0,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",मै साँझ सकता हूँ आपको खबरों में भेदभाव लगता है मगर हम अभद्र भाषा का इस्तेमाल नहीं करना चाहिए ।,['Warning-of-Consequences'],Offensive,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।","আমি সন্ধ্যা করতে পারি, আপনি খবরের সাথে বৈষম্য বোধ করছেন, তবে আমাদের অশ্লীল ভাষা ব্যবহার করা উচিত নয়।",0.9514845
1362811233305468929,A1K5CHKFJJ7IF8,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",में आपसे सहमति रखती हु की कुछ जगह पर इस तरीके की गतिविथियाँ होती है जहा पर निचे तबके के लोगो को न्याय मिलने में देरी होती है तथा कभी-कभी तो न्याय भी नहीं मिलता है। पुलिस को तत्परता दिखानी चाहिए।,['Affliation'],Hate,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।",আমি আপনার সাথে একমত যে কিছু জায়গায় এই পদ্ধতির ক্রিয়াকলাপ রয়েছে যেখানে নীচের লোকেরা ন্যায়বিচার পেতে বিলম্বিত হয় এবং কখনও কখনও ন্যায়বিচার থাকে না। পুলিশের তাত্পর্য দেখা উচিত।,0.9514845
1362811233305468929,A1K5CHKFJJ7IF8,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",जाती के नाम पर भेदभाव हो रहा है पर अभी भी और परिवर्तन की जरुरत है।,['Empathy'],Hate,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।","বর্ণের নামে বৈষম্য রয়েছে, তবে আরও পরিবর্তন এখনও প্রয়োজন।",0.9514845
1307715282933145600,A1K5CHKFJJ7IF8,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",आपकी पोस्ट बहुत ही गठिया है इसका कोई उपयुक्त विषय ही नहीं है। किसी माँ के लिए इतने बुरे शब्द कुछ तो शर्म करो।,['Shaming'],Hate,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,"আপনার পোস্টটি খুব বাত, কোনও উপযুক্ত বিষয় নেই। মায়ের জন্য এত খারাপ কিছু লজ্জা।",0.9542541
1307715282933145600,A1K5CHKFJJ7IF8,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",आपकी ऐसी पोस्ट के लिए आपको बैन करना उचित निर्णय है जल्दी ही होगा संभल जाओ।,['Warning-of-Consequences'],Hate,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,"আপনার এই জাতীয় পোস্টের জন্য আপনাকে নিষিদ্ধ করা একটি ন্যায্য সিদ্ধান্ত, শীঘ্রই সাবধানতা অবলম্বন করুন।",0.9542541
1307715282933145600,A3D81Z9GMEKTJQ,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",दूसरों के प्रति अभद्र शब्दों का प्रयोग बंद करें और सम्मानजनक बनने का प्रयास करें। नहीं तो कोई आपकी कदर नहीं करेगा।,['Shaming'],Normal,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,অন্যের প্রতি অশ্লীল শব্দ ব্যবহার বন্ধ করুন এবং সম্মানজনক হওয়ার চেষ্টা করুন। অন্যথায় কেউ আপনাকে প্রশংসা করবে না।,0.9542541
1307715282933145600,A3D81Z9GMEKTJQ,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",अभद्र शब्दों का प्रयोग विरोध का सही तरीका नहीं है। कृपया शांत हो जाएं और ठीक से बोलें। नहीं तो आपकी बातें हिंसा का कारण बन सकती हैं।,['Shaming'],Normal,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,আপত্তিজনক শব্দের ব্যবহার বিরোধিতা করার সঠিক উপায় নয়। দয়া করে শান্ত হন এবং সঠিকভাবে কথা বলুন। অন্যথায় আপনার কথা সহিংসতার কারণ হতে পারে।,0.9542541
1368546578340847618,A3D81Z9GMEKTJQ,"<user> मुल्ले की रखैल में वो मजा कहां जो जो हिंदू से गांड़ मरवाने में है रण्डी,कभी मौका तो दो",मुझे आपके विचारों से गहरा क्षोभ है। कृपया दिशानिर्देशों का पालन करें या मैं यह सुनिश्चित कर दूंगा कि आपको मंच से जीवन भर के लिए निलंबित कर दिया जाए।,['Warning-of-Consequences'],Hate,"<user> এলোমেলোভাবে থাকা মুলির উপপত্নীতে মজা কোথায়, কখনও সুযোগ দিন",আমি আপনার চিন্তায় গভীরভাবে রাগ করছি। দয়া করে নির্দেশিকাগুলি অনুসরণ করুন বা আমি নিশ্চিত করব যে আপনাকে মঞ্চ থেকে আজীবন স্থগিত করা হয়েছে।,0.971997
1368546578340847618,A3D81Z9GMEKTJQ,"<user> मुल्ले की रखैल में वो मजा कहां जो जो हिंदू से गांड़ मरवाने में है रण्डी,कभी मौका तो दो",मुझे यकीन है कि मूल्य वे नहीं हैं जो आप अपने बच्चों को देंगे। मेरा अनुरोध है कि कृपया महिलाओं को निशाना बनाकर इस तरह के अपमानजनक बयान देने से बचें।,['Shaming'],Hate,"<user> এলোমেলোভাবে থাকা মুলির উপপত্নীতে মজা কোথায়, কখনও সুযোগ দিন",আমি নিশ্চিত যে মানগুলি আপনি আপনার বাচ্চাদের যা দেবেন তা নয়। আমি অনুরোধ করছি যে দয়া করে মহিলাদের লক্ষ্য করে এই জাতীয় অবমাননাকর বক্তব্য দেওয়া এড়িয়ে চলুন।,0.971997
1368546578340847618,A1K5CHKFJJ7IF8,"<user> मुल्ले की रखैल में वो मजा कहां जो जो हिंदू से गांड़ मरवाने में है रण्डी,कभी मौका तो दो",मौका चाहिए तो अपने आप को अपने के लिए सुधरने का मांगो।,['Shaming'],Hate,"<user> এলোমেলোভাবে থাকা মুলির উপপত্নীতে মজা কোথায়, কখনও সুযোগ দিন",আপনি যদি কোনও সুযোগ চান তবে নিজের জন্য নিজের উন্নতি করতে বলুন।,0.971997
1368546578340847618,A1K5CHKFJJ7IF8,"<user> मुल्ले की रखैल में वो मजा कहां जो जो हिंदू से गांड़ मरवाने में है रण्डी,कभी मौका तो दो",हिन्दू और मुस्लिम तनावग्रस्त माहौल क्यों बनाना चाहते हो।,['Warning-of-Consequences'],Hate,"<user> এলোমেলোভাবে থাকা মুলির উপপত্নীতে মজা কোথায়, কখনও সুযোগ দিন",আপনি কেন একটি হিন্দু এবং মুসলিম চাপযুক্ত পরিবেশ তৈরি করতে চান।,0.971997
1252517123445981184,A3G1FS1OIFEDKD,भाई ये ट्विटर रंडीचाेद मुसलिम का पक्ष लेता है अच्छे लाेगाे का ह्रासमेन्ट करता है <url>,लोकतंत्र में हर कोई अपने विचार रखने के लिए स्वतंत्र है। अगर आपको लगता है कि वे परेशान कर रहे हैं तो आपको कानूनी तरीके से आलोचना करनी चाहिए। सोशल मीडिया पर अपशब्द कहने वाला व्यक्ति उन्हें आहत कर सकता है।,"['Empathy', 'Warning-of-Consequences']",Offensive,"ভাই, এই টুইটারটি মুসলমানদের অনুগ্রহ করে, তিনি ভাল লেজি <url> হ্রাস করেন","গণতন্ত্রের প্রত্যেকে তাদের মতামত প্রকাশ করতে মুক্ত। আপনি যদি মনে করেন যে তারা আপনাকে বিরক্ত করছে, তবে আপনার আইনী উপায়ে সমালোচনা করা উচিত। যে ব্যক্তি সোশ্যাল মিডিয়ায় গালি দেয় সে তাদের ক্ষতি করতে পারে।",0.9555754
1252517123445981184,A3G1FS1OIFEDKD,भाई ये ट्विटर रंडीचाेद मुसलिम का पक्ष लेता है अच्छे लाेगाे का ह्रासमेन्ट करता है <url>,आपका ट्वीट अपने आप में एक उत्पीड़न है। आपमें और उनमें क्या अंतर है?,['Hypocrisy'],Offensive,"ভাই, এই টুইটারটি মুসলমানদের অনুগ্রহ করে, তিনি ভাল লেজি <url> হ্রাস করেন",আপনার টুইটটি নিজের মধ্যে হয়রানি। আপনার মধ্যে পার্থক্য কি?,0.9555754
1360266234906828802,A1K5CHKFJJ7IF8,<user> ऐसा इसलिए कि हिंदू अब नपुंसक हो चुका हैं। गांधी का अहिंसा का लॉलीपॉप चूस चूस कर। और रंडीबाज चाचा को अपना बाप बना लिया था इसी हिंदू ने जब देश आजाद हुआ था। कोई जिम्मेदार नही खुद हिंदू जिम्मेदार है अपनी स्थिति के लिए।  अब भी समय हैं हिंदुओ अपने अंदर के शंकर को जगाओ ।,गांधी और चाचा ने देश की स्वतंत्रता में बहुत योगदान दिया है उनके लिए ऐसे वाक्य अनुचित है।,['Empathy'],Hate,<user> এটি কারণ হিন্দুরা এখন দুর্বল। গান্ধীর ললিপপ অফ নন -ভায়োলেন্স চুষে। দেশটি স্বাধীন হয়ে উঠলে পতিতা চাচা তার বাবাকে তৈরি করেছিল। হিন্দু নিজেই তার অবস্থানের জন্য দায়বদ্ধ নয়। এখনও সময় আছে হিন্দুরা তাদের ভিতরে শঙ্কর জাগ্রত করে।,গান্ধী এবং চাচা দেশের স্বাধীনতায় ব্যাপক অবদান রেখেছেন। এ জাতীয় বাক্য তাদের পক্ষে অন্যায়।,0.9741532
1360266234906828802,A1K5CHKFJJ7IF8,<user> ऐसा इसलिए कि हिंदू अब नपुंसक हो चुका हैं। गांधी का अहिंसा का लॉलीपॉप चूस चूस कर। और रंडीबाज चाचा को अपना बाप बना लिया था इसी हिंदू ने जब देश आजाद हुआ था। कोई जिम्मेदार नही खुद हिंदू जिम्मेदार है अपनी स्थिति के लिए।  अब भी समय हैं हिंदुओ अपने अंदर के शंकर को जगाओ ।,अगर किसी की स्थिति ख़राब होती है तो उसके लिए वह खुद ही जिम्मेदार होता है से सहमति है पर गालियों में नहीं। अतः कुछ सुधार चाहते है तो अपनी गाली देने की प्रवृति को सबसे पहले सुधारे।,['Affliation'],Hate,<user> এটি কারণ হিন্দুরা এখন দুর্বল। গান্ধীর ললিপপ অফ নন -ভায়োলেন্স চুষে। দেশটি স্বাধীন হয়ে উঠলে পতিতা চাচা তার বাবাকে তৈরি করেছিল। হিন্দু নিজেই তার অবস্থানের জন্য দায়বদ্ধ নয়। এখনও সময় আছে হিন্দুরা তাদের ভিতরে শঙ্কর জাগ্রত করে।,"যদি কারও পরিস্থিতি খারাপ হয় তবে তিনি তার জন্য দায়বদ্ধ, তবে গালিগালাজে নয়। অতএব, আপনি যদি কিছু উন্নতি চান তবে প্রথমে অপব্যবহারের প্রবণতাটি উন্নত করুন।",0.9741532
1360266234906828802,A3D81Z9GMEKTJQ,<user> ऐसा इसलिए कि हिंदू अब नपुंसक हो चुका हैं। गांधी का अहिंसा का लॉलीपॉप चूस चूस कर। और रंडीबाज चाचा को अपना बाप बना लिया था इसी हिंदू ने जब देश आजाद हुआ था। कोई जिम्मेदार नही खुद हिंदू जिम्मेदार है अपनी स्थिति के लिए।  अब भी समय हैं हिंदुओ अपने अंदर के शंकर को जगाओ ।,मुझे विश्वास है कि आपके हिंदू समुदाय के अधिकांश भाई आपके विचारों से सहमत नहीं होंगे। कृपया किसी भी धर्म को बदनाम न करें और कृपया ऑनलाइन टिप्पणी करते समय अधिक सावधान रहें।,['Shaming'],Hate,<user> এটি কারণ হিন্দুরা এখন দুর্বল। গান্ধীর ললিপপ অফ নন -ভায়োলেন্স চুষে। দেশটি স্বাধীন হয়ে উঠলে পতিতা চাচা তার বাবাকে তৈরি করেছিল। হিন্দু নিজেই তার অবস্থানের জন্য দায়বদ্ধ নয়। এখনও সময় আছে হিন্দুরা তাদের ভিতরে শঙ্কর জাগ্রত করে।,আমি নিশ্চিত যে আপনার হিন্দু সম্প্রদায়ের বেশিরভাগ ভাই আপনার মতামতের সাথে একমত হবেন না। দয়া করে কোনও ধর্মকে কুখ্যাত করবেন না এবং অনলাইনে মন্তব্য করার সময় দয়া করে আরও সতর্ক হন।,0.9741532
1360266234906828802,A3D81Z9GMEKTJQ,<user> ऐसा इसलिए कि हिंदू अब नपुंसक हो चुका हैं। गांधी का अहिंसा का लॉलीपॉप चूस चूस कर। और रंडीबाज चाचा को अपना बाप बना लिया था इसी हिंदू ने जब देश आजाद हुआ था। कोई जिम्मेदार नही खुद हिंदू जिम्मेदार है अपनी स्थिति के लिए।  अब भी समय हैं हिंदुओ अपने अंदर के शंकर को जगाओ ।,आप अपने हिंदू भाइयों को अभद्र टिप्पणियों का उपयोग करके अपमान नहीं करना चाहिए। हिंदू भी कांग्रेस का अनुसरण कर सकते हैं और मैं आपसे अनुरोध करता हूं कि आप उनकी राय का सम्मान करें और कृपया अपमानजनक गाली देने से बचें।,['Shaming'],Hate,<user> এটি কারণ হিন্দুরা এখন দুর্বল। গান্ধীর ললিপপ অফ নন -ভায়োলেন্স চুষে। দেশটি স্বাধীন হয়ে উঠলে পতিতা চাচা তার বাবাকে তৈরি করেছিল। হিন্দু নিজেই তার অবস্থানের জন্য দায়বদ্ধ নয়। এখনও সময় আছে হিন্দুরা তাদের ভিতরে শঙ্কর জাগ্রত করে।,আপত্তিজনক মন্তব্য ব্যবহার করে আপনার হিন্দু ভাইদের অপমান করা উচিত নয়। হিন্দুরা কংগ্রেসকেও অনুসরণ করতে পারে এবং আমি আপনাকে তাদের মতামতকে সম্মান করার জন্য অনুরোধ করছি এবং দয়া করে আপত্তিজনক আপত্তিগুলি এড়াতে চাই।,0.9741532
1359952790898962432,A1K5CHKFJJ7IF8,"""हिन्दू खतरे में है"" का मजाक उड़ाने वाले सुनील शर्मा उर्फ रोफल गांधी और कुणाल कमरा जैसे मादरचोद लोगों को शायद रिंकू शर्मा की लाश दिखाई न देगी क्योंकि इन जैसों की गांड़ में धर्मनिरपेक्षता के कीड़े घुसे हुए हैं।  #JusticeForRinkuSharma",धर्मनिरपेक्षता एक अच्छी विचारधारा है जो राजनितिक और क़ानूनी विषयो को धर्म से विचलित नहीं होने देती है अर्थात धर्म के नाम पर पक्षपात नहीं होता है। उसको ऐसे अपमानित करना सही नहीं है।,['Empathy'],Hate,"সুনীল শর্মা ওরফে রাফাল গান্ধী এবং কুনাল রুমের মতো লোকেরা, যারা ""বিপদে হিন্দু"" মজা করেছিলেন, তারা সম্ভবত রিঙ্কু শর্মার মৃতদেহ দেখতে পাবেন না কারণ এই লোকদের মধ্যে ধর্মনিরপেক্ষতার পোকামাকড় প্রবেশ করেছে। #জাস্টিসফোরিংকুশর্মা","ধর্মনিরপেক্ষতা একটি ভাল আদর্শ যা রাজনৈতিক এবং আইনী বিষয়গুলিকে ধর্ম দ্বারা বিভ্রান্ত করতে দেয় না, অর্থাৎ ধর্মের নামে কোনও পক্ষপাতিত্ব নেই। তাকে এভাবে অপমান করা ঠিক নয়।",0.9616368
1359952790898962432,A1K5CHKFJJ7IF8,"""हिन्दू खतरे में है"" का मजाक उड़ाने वाले सुनील शर्मा उर्फ रोफल गांधी और कुणाल कमरा जैसे मादरचोद लोगों को शायद रिंकू शर्मा की लाश दिखाई न देगी क्योंकि इन जैसों की गांड़ में धर्मनिरपेक्षता के कीड़े घुसे हुए हैं।  #JusticeForRinkuSharma",हो सकता है की सरकारी कर्मचारी आपके अनुरूप जागरूक नहीं है पर आपका भी ऐसे गलत वाक्य बोलना सही नहीं है।,['Shaming'],Hate,"সুনীল শর্মা ওরফে রাফাল গান্ধী এবং কুনাল রুমের মতো লোকেরা, যারা ""বিপদে হিন্দু"" মজা করেছিলেন, তারা সম্ভবত রিঙ্কু শর্মার মৃতদেহ দেখতে পাবেন না কারণ এই লোকদের মধ্যে ধর্মনিরপেক্ষতার পোকামাকড় প্রবেশ করেছে। #জাস্টিসফোরিংকুশর্মা","এটি হতে পারে যে সরকারী কর্মচারী আপনার মতে সচেতন নয়, তবে এ জাতীয় ভুল বাক্য কথা বলা আপনার পক্ষে সঠিক নয়।",0.9616368
1359952790898962432,A3G1FS1OIFEDKD,"""हिन्दू खतरे में है"" का मजाक उड़ाने वाले सुनील शर्मा उर्फ रोफल गांधी और कुणाल कमरा जैसे मादरचोद लोगों को शायद रिंकू शर्मा की लाश दिखाई न देगी क्योंकि इन जैसों की गांड़ में धर्मनिरपेक्षता के कीड़े घुसे हुए हैं।  #JusticeForRinkuSharma","मैं इस बात का समर्थन करता हूं कि रिंकू शर्मा को न्याय दिया जाना चाहिए, हालांकि किसी ऐसे व्यक्ति को शामिल करने की आवश्यकता नहीं है जिसका इस मुद्दे से कोई लेना-देना नहीं है।",['Affliation'],Hate,"সুনীল শর্মা ওরফে রাফাল গান্ধী এবং কুনাল রুমের মতো লোকেরা, যারা ""বিপদে হিন্দু"" মজা করেছিলেন, তারা সম্ভবত রিঙ্কু শর্মার মৃতদেহ দেখতে পাবেন না কারণ এই লোকদের মধ্যে ধর্মনিরপেক্ষতার পোকামাকড় প্রবেশ করেছে। #জাস্টিসফোরিংকুশর্মা","আমি সমর্থন করি যে রিঙ্কু শর্মাকে ন্যায়বিচার দেওয়া উচিত, যদিও এই সমস্যাটির সাথে কোনও সম্পর্ক নেই এমন কাউকে অন্তর্ভুক্ত করার দরকার নেই।",0.9616368
1359952790898962432,A3G1FS1OIFEDKD,"""हिन्दू खतरे में है"" का मजाक उड़ाने वाले सुनील शर्मा उर्फ रोफल गांधी और कुणाल कमरा जैसे मादरचोद लोगों को शायद रिंकू शर्मा की लाश दिखाई न देगी क्योंकि इन जैसों की गांड़ में धर्मनिरपेक्षता के कीड़े घुसे हुए हैं।  #JusticeForRinkuSharma",आप कुणाल कामरा जैसे लोगों का तथ्यों के आधार पर विरोध कर सकते हैं।  भारत में धर्मनिरपेक्षता के सिद्धांत की अवहेलना न करें।,['Shaming'],Hate,"সুনীল শর্মা ওরফে রাফাল গান্ধী এবং কুনাল রুমের মতো লোকেরা, যারা ""বিপদে হিন্দু"" মজা করেছিলেন, তারা সম্ভবত রিঙ্কু শর্মার মৃতদেহ দেখতে পাবেন না কারণ এই লোকদের মধ্যে ধর্মনিরপেক্ষতার পোকামাকড় প্রবেশ করেছে। #জাস্টিসফোরিংকুশর্মা",আপনি সত্যের ভিত্তিতে কুনাল কামরার মতো লোকদের প্রতিহত করতে পারেন। ভারতে ধর্মনিরপেক্ষতার নীতিটিকে উপেক্ষা করবেন না।,0.9616368
1250289056275034112,A3G1FS1OIFEDKD,"<user> मुस्लिम,जमात,मस्जिद!! फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना😌",मीडिया लोकतंत्र का स्तंभ है और आपको समाचार सामग्री के लिए उनका अपमान या धमकी नहीं देनी चाहिए। इसके बजाय आपको अपनी सोच को व्यापक बनाना चाहिए।,['Shaming'],Hate,"<user> মুসলিম, জামায়াত, মসজিদ !! এই মুহুর্তে, এগুলি ছাড়া খবরটি না চালিয়ে, চাকলাঘরের দালালদের দেখুন, যদি আপনার পরিস্থিতি পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন",মিডিয়া গণতন্ত্রের একটি কলাম এবং আপনার সংবাদ সামগ্রীর জন্য তাদের অপমান করা বা হুমকি দেওয়া উচিত নয়। পরিবর্তে আপনার চিন্তাভাবনা আরও প্রশস্ত করা উচিত।,0.95266473
1250289056275034112,A3G1FS1OIFEDKD,"<user> मुस्लिम,जमात,मस्जिद!! फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना😌","मैं इस बात से सहमत हूं कि मीडिया को मुसलमानों को निशाना बनाने के बजाय अधिक महत्व की खबरें तैयार करनी चाहिए। लेकिन जिस तरह से आप असंतोष व्यक्त करते हैं, मुझे उससे नफरत है।",['Affliation'],Hate,"<user> মুসলিম, জামায়াত, মসজিদ !! এই মুহুর্তে, এগুলি ছাড়া খবরটি না চালিয়ে, চাকলাঘরের দালালদের দেখুন, যদি আপনার পরিস্থিতি পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন","আমি সম্মত হই যে মিডিয়াগুলিকে মুসলমানদের লক্ষ্য করার পরিবর্তে আরও গুরুত্বের সংবাদ প্রস্তুত করা উচিত। তবে আপনি যেভাবে অসন্তুষ্টি প্রকাশ করেন, আমি তাকে ঘৃণা করি।",0.95266473
1360640768742809606,A1K5CHKFJJ7IF8,लिंचिंग रिंकू शर्मा की हो तो सारी लिबरल गैंग बुद्धिजीवी वामपंथी पूरा बॉलीवुड कहां सो जाता है रिंकू की जगह रेहान होता तो लगता है गांड में कोई मोटा बांस डाल देता है बहुत आवाज आती है जब कोई हिंदू बेटा मरता है तब लगता है इनकी मम्मी मर गई हो घर से मादरचोद निकलते ही नहीं,किसी की मौत पर शोक चुप रहकर ही दिखाया जाता है और हिन्दू धर्म में यह प्रकिया तेरह दिन तक रहती है उनके मौन-शोक को ऐसे अपमानित सही नहीं है।,['Empathy'],Hate,"যদি লিঞ্চিং রিঙ্কু শর্মা হয়, তবে পুরো উদার গ্যাং বুদ্ধিজীবী, পুরো বলিউড, যেখানে রিঙ্কুর পরিবর্তে রেহান রয়েছে, তবে মনে হয় পাছায় একটি ঘন বাঁশ রয়েছে, সেখানে প্রচুর কণ্ঠস্বর রয়েছে, সেখানে প্রচুর কণ্ঠস্বর রয়েছে কণ্ঠস্বর যখন একটি হিন্দু পুত্র মারা যায়, তখন মনে হয় তাদের মা মারা গেছেন। হো বাড়ি ছেড়ে চলে না","কারও মৃত্যুর উপর শোক করা নিঃশব্দে দেখানো হয় এবং এই প্রক্রিয়াটি হিন্দু ধর্মে তের দিন ধরে স্থায়ী হয়, তাদের নীরবতা সঠিক নয়।",0.93654716
