prefix,input_text,target_text
counterspeech,সেতে কি তোর পিছন্দি বরি দিছে নাকি গুদের জালা মিটেনাই না  যদি তার দেখা পাই বলমুনে মাগিরে এমন চদো চুইদবি যাতে রক্ত খরন করি মারা যায়  পতিতার নগরের পতিতা,"বন্ধুরা, মেয়েদের সাথে সম্মানের সাথে কথা বলো, এমন মন্তব্য করে কি লাভ হবে? এতে লোকেরা আপনাকেই খারাপ ভাববে।"
counterspeech,সেতে কি তোর পিছন্দি বরি দিছে নাকি গুদের জালা মিটেনাই না  যদি তার দেখা পাই বলমুনে মাগিরে এমন চদো চুইদবি যাতে রক্ত খরন করি মারা যায়  পতিতার নগরের পতিতা,কাউকে মেরে ফেলা অতো সোজা নয়। দেশে আইন ব্যাবস্তা আছে। সুশীল ভাষায় কথা বলা শুরু করুন। তানাহলে শীঘ্রই ব্লক হবেন।
counterspeech,"ওরে মাগী চায়নার পয়সা গিলে বালছাল না বকে হোগায় শশা ঢুকিয়ে বসে থাক, খানকি মাগি, রেণ্ডি।","আপনি যে মন্তব্য টি করলেন, সেটা খুবই নোংরা। আর আপনার মনবিত্তি ও মানসিকতা খুবই জঘন্য। মহিলাদের আপনি মানুষ বলে গণ্য করেন না।"
counterspeech,"ওরে মাগী চায়নার পয়সা গিলে বালছাল না বকে হোগায় শশা ঢুকিয়ে বসে থাক, খানকি মাগি, রেণ্ডি।","যেই রকম ভাবে মহিলাদের গালি দিয়ে আপনি অবমাননা করছেন, শীঘ্রই আপনার প্রোফাইল বন্ধ হয়ে যাবে।"
counterspeech,তোরে পাইলে ভোদা পাটাই দিতাম।খানকি মাগী,আপনি ওই মহিলার প্রতি অভব্য মন্তব্য করেছেন। আপনার মানসিকতা খুবই জঘন্য ও আপনি নিম্ন মনবিত্তি সম্পন্ন ব্যক্তি।
counterspeech,তোরে পাইলে ভোদা পাটাই দিতাম।খানকি মাগী,আপনি আপনার মস্তিষ্কের চিকিৎসা করুন।
counterspeech,"ওর মা খানকি, ও নিজে খানকি। খানকির বাচ্চা খানকি  ওরে আর ওর মাকে এক বিছানায় ফালাইয়া চুদছে কোন প্রবাসি।",একজন মহিলা ও তার মার সম্পর্কে এমন কটুক্তি করতে আপনার বাঁধে না? ছিঃ জঘন্য ভাষা আর তেমন নোংরা মানসিকতা। আপনি নিজের মানসিকতা ঠিক করুন।
counterspeech,"ওর মা খানকি, ও নিজে খানকি। খানকির বাচ্চা খানকি  ওরে আর ওর মাকে এক বিছানায় ফালাইয়া চুদছে কোন প্রবাসি।",এই রকম কুৎসিত মনোভাব ঠিক না করলে আপনাকে সবাই এড়িয়ে চলবে এবং সোশ্যাল মিডিয়া থেকেও প্রোফাইল ডিলিট করে দেবে।
counterspeech,ওই খানকি পতিতা। বাংলাদেশে কিভাবে করোনা ছরাইছে তা বলার তুই কে। আমি নিশ্চিত তোর ভারতে ছরাইছে তোর মাকে করোনা আক্রান্ত রোগী চুদে তোর দেশে পাঠাইছে ওখান থেকেই তোর দেশে ছরাইছে। এখন এরিথ্রোমাইসিন গোলাইয়ে  তোর ভোদায় ডেলে দে,"উক্ত মহিলা সামান্য অনুমান করতে গেছেন করোনা ভাইরাস কিভাবে ছড়িয়েছে।কিন্তু আপনি তার এই বক্তব্যে নোংরা ও অকথ্য ভাষায় গালিগালাজ করে নিজের নিম্ন মানসিকতার পরিচয় দিয়েছেন। সাথে ওপর দেশকে ছোটো করতে গিয়ে, নিজের দেশের নাম খারাপ করলেন।"
counterspeech,ওই খানকি পতিতা। বাংলাদেশে কিভাবে করোনা ছরাইছে তা বলার তুই কে। আমি নিশ্চিত তোর ভারতে ছরাইছে তোর মাকে করোনা আক্রান্ত রোগী চুদে তোর দেশে পাঠাইছে ওখান থেকেই তোর দেশে ছরাইছে। এখন এরিথ্রোমাইসিন গোলাইয়ে  তোর ভোদায় ডেলে দে,পরিবারের সদস্যরা আপনার মুখের এই বাজে ভাষা দেখলে খুব দুঃখ পাবে।
counterspeech,ঐ খানকি তর মায়রে চুদি,আপনার মন্তব্য অবান্তর। আপনি মানসিক চিকিৎসা করান।
counterspeech,ঐ খানকি তর মায়রে চুদি,"নিশ্চই আপনার বাড়িতে কোনো মহিলা নেই ,যদি থাকতো তাহলে এই মন্তব্য করার আগে আপনি ভাবতেন।ভেবে দেখবেন তো আপনিও তো কারুর সন্তান আপনার এই মন্তব্য যদি সেই মানুষ টি শোনে তাহলে আপনি আপনার মা এর সামনে যেতে পারবেন তো !?"
counterspeech,"মিথিলা খানকি তো হিন্দু হয়ে গেছে তার সাথে সাথে মেয়েটা কে হিন্দু বানাচ্ছে,,, পতিতা মিথিলা তোর কপালে কোনদিনও সুখ হবে না,, দেখতে পারছিস না আল্লাহ কত বড় তোকে শাস্তি দিতেছে,","আপনার মনে হয়না, আপনি কোনো একজন ব্যক্তির ব্যক্তিগত জীবন নিয়ে মাত্রাতিরিক্ত ভাবনা চিন্তা করছেন? উক্ত মহিলা হিন্দু/মুসলিম/খ্রিস্টান যাকেই বিয়ে করুক না কেন, তাতে আপনার জীবনে আমল পরিবর্তন হবে না। তাই গালিগালাজ বন্ধ করুন।"
counterspeech,"মিথিলা খানকি তো হিন্দু হয়ে গেছে তার সাথে সাথে মেয়েটা কে হিন্দু বানাচ্ছে,,, পতিতা মিথিলা তোর কপালে কোনদিনও সুখ হবে না,, দেখতে পারছিস না আল্লাহ কত বড় তোকে শাস্তি দিতেছে,",একজন মানুষ মানুষ কে পছন্দ করে তার ধর্ম কে নয় ।আপনি হয়ত জানেন না এরকম অনেক মানুষ আছে তাই আপনি বেকার নিজের শক্তি ক্ষয় করছেন তার থেকে বরং একটু শিক্ষা লাভ করুন তাহলে হয়ত আপনার এই ধরণের চিন্তা ভাবনা দূর হবে।
counterspeech,এই খানকি প্রবাসীদের নিয়ে এতো বড় কথা বলার সাহস কে দিয়েছে তোকে?😡😡,"কেউ কাউকে সাহস দেয় না। যেমন আপনার কারোর অনুমতি লাগেনি গালিগালাজ করার, তেমন তারও লাগেনি। তাই এই হুমকি দিয়ে মন্তব্য করা বন্ধ করুন।"
counterspeech,এই খানকি প্রবাসীদের নিয়ে এতো বড় কথা বলার সাহস কে দিয়েছে তোকে?😡😡,"উক্ত মহিলা যদি খারাপ কিছু বলে থাকে তার উত্তরে তাকেও কু কথা শোনাতে হবে এরকম  কোনো মানে নেই।আপনার যদি মনে হয় উনি খারাপ কিছু করেছেন তাহলে আপনি ওনার নামে অভিযোগ করুন অসম্মান না,তাতে আপনারও সন্মান থাকবে ।"
counterspeech,"দেহ ভোগ করতে বলেচিল আপনাকে,, আপনার মত খানকি মাগী কে একথা কেউ বলবে নাকি😂😂","আপনি গালাগালি না দিয়ে কথা বলুন। আর এমন জঘন্য অপমান যে আপনি মহিলাকে করছেন, মহিলা আপনার কি এমন ক্ষতি করেছেন?"
counterspeech,"দেহ ভোগ করতে বলেচিল আপনাকে,, আপনার মত খানকি মাগী কে একথা কেউ বলবে নাকি😂😂","তুমিও নারীর সন্তান,  তাই অন্য নারীদের কি এই রকম অকথ্য ভাষায় গালাগালি দেওয়া মানায় বলো?"
counterspeech,আমি  আছি তু তোমার  দুধ চোষতে তর ভাইয়ের  বোনেরে চোদি খানকি,এমন অপ্রাসঙ্গিক আর অবান্তর মন্তব্য করে কি প্রমাণ করতে চান? আপনি মানসিক চিকিৎসা করান।
counterspeech,আমি  আছি তু তোমার  দুধ চোষতে তর ভাইয়ের  বোনেরে চোদি খানকি,"এই রকম অশ্লীল উক্তি যদি আপনি করতে থাকেন, ঝগড়া বিবাদ তো বাড়তেই থাকবে।"
counterspeech,"খানকি মাগি, ১২ জনের চোদা খেয়া ভোদা আর পুটকির ১২ টা বাজাইছস। চুতমারানি তুই মনে হয় কোন প্রবাসির বাটে পড়ছিলি, ভোদা মনে হয় ছিড়ে ফেলেছে চুদতে চুদতে। এইজন্যই প্রবাসিদের সহ্য করতে পারিসনা। পাড়ার খানকি মাগি শ্রাবন্তি।","আপনি গালিগালাজ বন্ধ করে কথা বলুন। কে কি করছে তা ভেবে নিজের মাথা গরম করে কি লাভ? শান্ত হয়ে ভাবুন, আপনার এইসব মন্তব্য এ কি উক্ত মহিলার কিছু যায় আসে? উপেক্ষা করুন।"
counterspeech,"খানকি মাগি, ১২ জনের চোদা খেয়া ভোদা আর পুটকির ১২ টা বাজাইছস। চুতমারানি তুই মনে হয় কোন প্রবাসির বাটে পড়ছিলি, ভোদা মনে হয় ছিড়ে ফেলেছে চুদতে চুদতে। এইজন্যই প্রবাসিদের সহ্য করতে পারিসনা। পাড়ার খানকি মাগি শ্রাবন্তি।",আপনার অশ্লীল কথার জন্য সবাই আপনাকে ব্লক করবে।
counterspeech,"খানকি তুই একটা,তুর প্রবাসী বাপেরা দেশের আর এক মুক্তিযোদ্ধার পাঠ।এদের টাকায় তুদের মতো জানোয়ারের বাচ্চারা বাচে।","আপনার মানসিকতা অতি নোংরা। তারচেয়েও নোংরা আপনার এই মন্তব্য। যে যার টাকাতেই বেঁচে থাকুক না কেন, তাতে আপনার গালিগালাজ করার কি আছে?"
counterspeech,"খানকি তুই একটা,তুর প্রবাসী বাপেরা দেশের আর এক মুক্তিযোদ্ধার পাঠ।এদের টাকায় তুদের মতো জানোয়ারের বাচ্চারা বাচে।",এ ধরনের কুরুচিপূর্ণ মন্তব্য করে মহিলাদের অবমাননা করা ঠিক নয়। এতে সকলেই ক্ষিপ্ত হয়ে আপনাকে ব্লক করে দিতে পারে।
counterspeech,খানকি মাগি তকে কুত্তা দিয়ে চোদাব🍆🍆  প্রবাসি না তাকলে তর সুনা দিয়া ধন কে ডুকাবে।। তুমি প্রবাসি কে গালি গাও।। চোদানি মাগি।।🍆🍆,"আপনি যখন নিজেই গালিগালাজ সহ্য করতে পারেন না, তখন নিজে আবার কি করে গালি দিয়ে কথা বলেন? আপনি ওই মহিলার কথার জবাব দিতে গিয়ে নিজে উত্তেজিত হয়ে পড়ছেন। শান্ত হয়ে কথা বলুন।"
counterspeech,খানকি মাগি তকে কুত্তা দিয়ে চোদাব🍆🍆  প্রবাসি না তাকলে তর সুনা দিয়া ধন কে ডুকাবে।। তুমি প্রবাসি কে গালি গাও।। চোদানি মাগি।।🍆🍆,"গালিগালাজ এর বিরধিতা কখনো গালাগালি করে করা জায়না, শান্ত হন বন্ধু।"
counterspeech,"তুই যে একটা খানকি মাগী,  পতিতার মেয়ে সেইটা আর কেও না বুঝলেও প্রবাসীরা ঠিকই বুঝে গেছে।",মহিলাদের সম্মান দিয়ে কথা বলুন। কে কি বুঝতে পারছে সেটা পরের কথা। আপনার মন্তব্য তা জঘন্য ভাষায় সেটা আপনি বুঝুন আগে।
counterspeech,"তুই যে একটা খানকি মাগী,  পতিতার মেয়ে সেইটা আর কেও না বুঝলেও প্রবাসীরা ঠিকই বুঝে গেছে।",আপনি মহিলা দের অসম্মান করে খুবই আনন্দ পান বোঝা যাছে কিন্তু তার সাথে প্রবাসী দের কেন আবার টেনে আনলেন।আপনি আপনাকে কথা বলুন না প্রবাসীদের মুখ আছে ওরা ঠিকই ওনাদের কথা বলতে পারবেন।
counterspeech,তোর মত বেস্যা মাগিরা কি বুঝে প্রবাসিদের মর্ম.ঐ খানকি মাগি চাযনাতে করোনা ভাইরাস কোথা থেকে এসেছে?তোদের মত মাগিদের জন্যই অাল্লাহ এ গযব দিযেছে!,প্রথমতঃ চাইনাতে করোনা ভাইরাস এসেছে কি করে সেটা নিয়ে বড়-সর একটা বিবাদ চলছে। সেটা এই কারণ মোটেই নয়। আর কেউ প্রবাসী দের মর্ম যদি না বোঝেও তাতে কারোর কিছু যায় আসে না। তাই গালিগালাজ বন্ধ করুন।
counterspeech,তোর মত বেস্যা মাগিরা কি বুঝে প্রবাসিদের মর্ম.ঐ খানকি মাগি চাযনাতে করোনা ভাইরাস কোথা থেকে এসেছে?তোদের মত মাগিদের জন্যই অাল্লাহ এ গযব দিযেছে!,ঈশ্বর সকলের মঙ্গল  করেন। উনি কখনও কোনো মানুষের ক্ষতি করে না।
counterspeech,ওই খানকি আয় তরে সব প্রবাসীরা মিলে খানকি চোদা দিবে মাগী,আপনার ভাষা খুবই জঘন্য। আর মন্তব্য টি অবান্তর।
counterspeech,ওই খানকি আয় তরে সব প্রবাসীরা মিলে খানকি চোদা দিবে মাগী,আপনি নিজের কথা বলুন সবাইকে নিজের সাথে গোলাবেন না।
counterspeech,প্রবাসি বাংলাদেশটা তোকে   লিখে দিয়েছে তোর বাবার বাংলাদেশটা  খানকি,আপনার কথা অবান্তর। আর মুখের ভাষা ঠিক করে কথা বলুন। এইভাবে নিজের বা অন্য কোনো দেশের নাম নিয়ে জঘন্য গালিগালাজ বন্ধ করুন।
counterspeech,প্রবাসি বাংলাদেশটা তোকে   লিখে দিয়েছে তোর বাবার বাংলাদেশটা  খানকি,"দেশ কারুর নিজস্ব সম্পত্তি নয় সেটা বোধয় আপনি জানেন না,আর আপনার কোনো ক্ষমতা নেই দেশের নাগরিক অধিকার নিয়ে কথা বলা তাই অযথা বাজে বকবেন না তাতে আপনারই সম্মানহানি হবে।"
counterspeech,"খানকি মাগি তুই একটা পতিতা,গরুর মূত্র খেয়ে জীবন যাপন করছ তোদের মুখ থেকে ভালো কিছু বাহির হবে না।",আপনার মুখের থেকেও তো কিছু ভালো বের হচ্ছে না। সেইতো গালাগালির ঝর্না। আপনি তাহলে কি খান?
counterspeech,"খানকি মাগি তুই একটা পতিতা,গরুর মূত্র খেয়ে জীবন যাপন করছ তোদের মুখ থেকে ভালো কিছু বাহির হবে না।","উক্ত মহিলা কে অপমান তো করছেন কুৎসিত ভাষায়,তার সাথে অভিশাপ ও দিছেন।আপনার বিকৃত মস্তিষ্কের চিকিৎসা দরকার।"
counterspeech,"তুই ইন্ডিয়ান খানকি,বাংলাদেশ নিয়ে মাথা ঘামাস কেন.??নাকি ইন্ডিয়ান নুনু আর মজা লাগে না।খানকি মাগি..!!",আপনি নিজের দেশের নাম ও আর একটি দেশের নাম ব্যবহার করে গালিগালাজ করছেন। তা কিন্তু বিবাদ সৃষ্টির কারন হতে পারে। আর এটা কি ধরনের মানসিকতা? ছি ছি ছি ছি!
counterspeech,"তুই ইন্ডিয়ান খানকি,বাংলাদেশ নিয়ে মাথা ঘামাস কেন.??নাকি ইন্ডিয়ান নুনু আর মজা লাগে না।খানকি মাগি..!!","আপনার কথায় সহিংসতা সৃষ্টি হতে পারে, দয়া করে ঘৃণা ছড়ানো বন্ধ করুন।"
counterspeech,এই খানকি বেজন্মা মেয়ে মানুষ।   এদের যেন করোনা ভাইরাস ঠেসে ধরে,আপনার গালাগালি দিয়ে হচ্ছে না আবার উল্টে অভিশাপ দিচ্ছেন?
counterspeech,এই খানকি বেজন্মা মেয়ে মানুষ।   এদের যেন করোনা ভাইরাস ঠেসে ধরে,"আপনি নিশ্চই নিজের জন্মদাত্রী ,জন্মস্থান কে অসম্মান করেন ? জন্ম আর জন্মস্থান সম্পূর্ণ ভাগ্য তাই তা নিয়ে কু মন্তব্য করা বন্ধ করুন।আর করোনা র মতো ভয়ঙ্কর একটা রোগ কারুর জন্য চাইবেন না,এই রোগ এমনি অনেকের প্রাণ নিয়েছে আপনার মান হুশ দুটোই তো আছে সেটার সন্মান করুন।"
counterspeech,"এ খানকি  ভারতের হিন্দুরা গরুর মুত, গোবর খেয়ে হসপিটালে ভর্তি হলে সেদিকে তোর দৃষ্টি যায়না আর মুসলমান রা নামাজ পরে রোগ থেকে মুক্তির জন্য জামায়াতে একত্রে  হলে সেটা তোর অশিক্ষা মনেহয় তাইনা। আগে নিজের ভেতরের খানকি সত্যা টা ত্যাগ কর তারপর মুসলমানদের সমালোচনা করিস",উক্ত মহিলা কোনো ধর্ম বিশেষে সমালোচনা করেন নি। তাই অন্য ধর্ম নিয়ে নিন্দা করবেন না। উনি জমায়েত হওয়া কে ভুল বলছেন। নামাজ পড়ার জন্য একত্রিত হতে হবেই এমন কোনো ধরনের কথা নেই। এটা পুরোপুরি মনের ব্যাপার।
counterspeech,"এ খানকি  ভারতের হিন্দুরা গরুর মুত, গোবর খেয়ে হসপিটালে ভর্তি হলে সেদিকে তোর দৃষ্টি যায়না আর মুসলমান রা নামাজ পরে রোগ থেকে মুক্তির জন্য জামায়াতে একত্রে  হলে সেটা তোর অশিক্ষা মনেহয় তাইনা। আগে নিজের ভেতরের খানকি সত্যা টা ত্যাগ কর তারপর মুসলমানদের সমালোচনা করিস",প্রথমত হিন্দু রা যে এরকম খাবার খেয়ে হসপিটাল এ ভর্তি হন  এটা সম্পূর্ণ ভুল মন্তব্য। আর দ্বিতীয়ত মিসলিমরা  একত্রিত হয়ে নামাজ পড়লে অশিক্ষিত মনে হয় উক্ত ব্যক্তি সম্পূর্ণ ভুল মন্তব্য করেছেন।এটা ঠিক যে ঈশ্বর বা আল্লা কে ডাকার জন্য জমায়েত হতে হয় এরকম কোন মানে নেই ।এরকম অনেক মুসলমান আছেন যারা জমায়েত না হয়েও নামাজ পড়েন।তাই আপনার দুজনেই ভুল ধারণা নিয়ে বসে আছেন নিজেদের ধর্ম কে নিজেরাই ছোটো করছেন ।
counterspeech,"খানকি মাগি তুই কি করে বুঝবি, পর্দা কাকে বলে।",আপনি গালিগালাজ না করে কথা বলুন। আপনার মন্তব্য অনুযায়ী মহিলাদের সবসময় পর্দার আড়ালে লুকিয়ে থাকা উচিত। কিন্তু আপনার মতো মানুষদের মতানুসারে তো সবাই চলবে না। তাদের জীবনের মূল্য ঠিক ততটাই যতটা আপনার জীবনের।
counterspeech,"খানকি মাগি তুই কি করে বুঝবি, পর্দা কাকে বলে।","পর্দা জানলায় লাগানো হয়, জানি তো।"
counterspeech,ঐ খানকি করতে পারলে আমাদের বলতে  সমস্যা কি😃 😃  জাতি নয়তো চিনতে পারবে না  😃😃😃,আপনার নিজের অভব্য মনবিত্তি । তাই সেটা বহুবচন করার চেষ্টা করবেন না।সমস্ত জাতির জন্য আপনাকে চিন্তা করতে হবে না।
counterspeech,ঐ খানকি করতে পারলে আমাদের বলতে  সমস্যা কি😃 😃  জাতি নয়তো চিনতে পারবে না  😃😃😃,আপনারা ভাষা শুনে দুরদুরান্তের লোক  ও আপনাকে চিনে ফেলবেন তাই আপনি বৃথা চিন্তা একদমই করবেন না।
counterspeech,"খানকি মাগী কোথাকার,, নির্লজ্জ,, তোদের এসব পোস্ট করা ছাড়া আর কোন কাম নাই?  ফালতু কোথাকার 😈😈😈","আপনার যা পছন্দ নয়, তা উপেক্ষা করতে শিখুন। গালি দিয়ে মন্তব্য করেছেন, আবার তো নোটিফিকেশন এর ভিড় হবে। আপনারই সমস্যা বাড়বে।"
counterspeech,"খানকি মাগী কোথাকার,, নির্লজ্জ,, তোদের এসব পোস্ট করা ছাড়া আর কোন কাম নাই?  ফালতু কোথাকার 😈😈😈","আপনার যদি ওনার পোস্ট অপছন্দ হয় তাহলে আপনি দেখছেন কেন  অগ্রাহ্য করুন ,সময় নষ্ট না করে নিজের কাজ করুন বেকার শব্দ নিয়ে নোংরামি করার তো কোনো মানে নেই ।"
counterspeech,খানকি গিরি করার সময় কোরানে কথা মনে থাকে না।,আপনার মন্তব্য ও ভাষা অতীব জঘন্য। মহিলাদের মানুষ মনে করুন।
counterspeech,খানকি গিরি করার সময় কোরানে কথা মনে থাকে না।,উক্ত মহিলার উপর ক্ষোভ আছে মানলাম কিন্তু তা বলে ধর্ম নিয়ে কেন অসম্মান করছেন।
counterspeech,"আরে বেশ্যা,খানকি, মাগি,পতিতা,তর ছবিতে তো কোন লাইকই পরে,কেমন পোষ্ট করস,তরে পাবলিক পছন্দ করেনা সেটা কি বুজস,,,",আপনার ভাষা জঘন্য। মন্তব্য ভিত্তিহীন। মহিলাদের গালিগালাজ করা বন্ধ করুন।
counterspeech,"আরে বেশ্যা,খানকি, মাগি,পতিতা,তর ছবিতে তো কোন লাইকই পরে,কেমন পোষ্ট করস,তরে পাবলিক পছন্দ করেনা সেটা কি বুজস,,,",আপনার যে এত শব্দ জ্ঞান মন্তব্য টা না করলে জানতে পারতামনা।যাইহোক উক্ত মহিলা কি ছবি দেবে সেটা সম্পূর্ণ তার নিজস্ব তাই আপনি বেকার মাথা ঘামাবেন না।
counterspeech,তুমি খানকি একটা তোমার ফোটা ভুদায় মুদির মাথা ডুকাইয়া রাখো,আপনার মন্তব্য অতীব জঘন্য। নিজের ভাষা ও মানসিকতা পাল্টানোর চেষ্টা করবেন।
counterspeech,তুমি খানকি একটা তোমার ফোটা ভুদায় মুদির মাথা ডুকাইয়া রাখো,দেশের একজন সম্মানীয় ব্যাক্তিকে নিয়ে এই রকম অশ্লীল ভাষা বলতে থাকলে আপনার কিন্তু জেল হতে পারে।
counterspeech,"এই মেয়েগুলো নিশ্চিত খানকি,অমুসলিম তা না হলে অন্তত বোরকার সম্মানটা রাখতো।।","আপনার মন্তব্য অপ্রাসঙ্গিক। মহিলাদের নিজেস্ব মতামত থাকতেই পারে। তাতে যদি কারোর সম্মান যায়, তাহলে তা খুবই ঠুনকো।"
counterspeech,"এই মেয়েগুলো নিশ্চিত খানকি,অমুসলিম তা না হলে অন্তত বোরকার সম্মানটা রাখতো।।","সম্মানহানির মতন এমন কোনো কাজ করেনি ওই মেয়ে গুলো, তাই এই রকম বিদ্বেষপূর্ণ বার্তা ছড়িয়ে অরাজকতা সৃষ্টি করবেন না।"
counterspeech,খানকি মাগি দুরে যায়া মর আগলি পিস অফ সিট। বান্দিরপুত কুত্তার বাচ্চা যা তর গরুর বাচ্ছা এক্সো রে পুজা কর মাগি।,আপনার ভাষা খুবই নোংরা। আর এইভাবে মহিলা ও অপর ধর্মের প্রতি ঘৃণা পাবলিকলি প্রকাশ না করাটাই শ্রেয়। বিপদে পড়তে পারেন।
counterspeech,খানকি মাগি দুরে যায়া মর আগলি পিস অফ সিট। বান্দিরপুত কুত্তার বাচ্চা যা তর গরুর বাচ্ছা এক্সো রে পুজা কর মাগি।,আপনার শিক্ষা খুবই অল্প সেটা আপনার মন্তব্য দেখেই বোঝা যাছে।আপনি আগে নিজের মস্তিষ্কের চিকিৎসা করান তারপর ন্যূনতম শিক্ষা লাভ করে কথা বলবেন আপনার মনোভাব খুবই অস্পষ্ট এবং খুবই নোংরা।
counterspeech,মাগি তো নয় যেন বেশ্যা একটা খানকি 👌👈,আপনার ভাষা জঘন্য। মানসিকতা শোধরানোর চেষ্টা করুন।
counterspeech,মাগি তো নয় যেন বেশ্যা একটা খানকি 👌👈,"এই রকম পোস্ট করতে থাকলে, আপনি যেকোনো দিন আইনি সমস্যায় পরতে পারেন।"
counterspeech,"পাছার কাপড় উঠাও এক্টু ম্রে দেই🙈🙈🙈  আমি মাগি খাই,,, তুমি খানকি ????",এগুলো কি ধরনের কথা? আপনি মানসিকতা ঠিক করুন। আপনার মনবিত্তি খুবই জঘন্য।
counterspeech,"পাছার কাপড় উঠাও এক্টু ম্রে দেই🙈🙈🙈  আমি মাগি খাই,,, তুমি খানকি ????",মেয়েদের মানুষ বলে ভাবতে শুরু করুন। তারা কোনো খাদ্যদ্রব্য নয় মনে রাখবেন।
counterspeech,খানকি মাগী গুদে বেগুন ঢুকিয়ে নে,আপনার মন্তব্য জঘন্য। মহিলাদের মানুষ হিসেবে গণ্য করুন।
counterspeech,খানকি মাগী গুদে বেগুন ঢুকিয়ে নে,এই রকম বাজে ইঙ্গিত পূর্ণ মন্তব্য করে সমস্ত নারী জাতিকে অপমান করছেন। একটু সহৃদয় ব্যাক্তি হন।
counterspeech,বিয়ে করলে হয় সন্মানিত বউ আর পাড়ার পোলাপাইনের চুদা খাইলে হয় খানকি। এখন তোমার পছন্দ।,আপনার মহিলাদের প্রতি এই অসীম ঘৃণা দেখে বোঝা যাচ্ছে আপনি মহিলাদের ঠিক কতটুকু সম্মান করতে পারেন।
counterspeech,বিয়ে করলে হয় সন্মানিত বউ আর পাড়ার পোলাপাইনের চুদা খাইলে হয় খানকি। এখন তোমার পছন্দ।,"আপনি হয়ত বোঝাতে চেয়েছেন যে যারা বিয়ে করে তারা ভালো আর যারা নোংরা কাজ করে তারা খারাপ ,অপ্রিয় সত্য কথাই বলেছেন ।কিন্তু আপনার বলার ধরনটা আলাদা হলো ভালো লাগত। এই সব মহিলারা যেমন দোষী ঠিক তেমন কিন্তু এই সব মহিলাদের সাথে নোংরা কাজে জড়িত পুরুষরাও কিন্তু সমান দোষী। তাই দুটো চোখই খুলে ভেদাভেদ না করে মন্তব্য করুন ।"
counterspeech,দুধের উপর থেকে কালো পর্দাটা সরিয়ে রাখলে বেটার হতো খানকি?,আপনার মানসিকতা খুবই খারাপ। জঘন্য মনবিত্তি। নিজেকে শোধরানোর চেষ্টা করুন।
counterspeech,দুধের উপর থেকে কালো পর্দাটা সরিয়ে রাখলে বেটার হতো খানকি?,"আপনার মন মানসিকতার চিকিৎসা হওয়া দরকার। এই ধরণের চিন্তা ভাবনা যাদের তাদের কাছে সমাজের প্রত্যেকটা মহিলা অসহায়,শুধুমাত্র উক্ত মহিলা নয়।"
counterspeech,"খানকি, মাগী, নখরা করতে আইসো? পিটায় ছাল তুইলা ফেলব। হারামি",গালিগালাজ করবেন না। আপনার কাউকে পছন্দ না হলে উপেক্ষা করতে শিখুন।
counterspeech,"খানকি, মাগী, নখরা করতে আইসো? পিটায় ছাল তুইলা ফেলব। হারামি","এই দেশের আইন ব্যাবস্তা আছে, দেখবেন আপনার পিটায় ছাল আবার তারা না তুলে নেয়, এই রকম বক্তব্য রাখার জন্য।"
counterspeech,@taslimanasreen   আমাদের দেশের নাম্বার 1 পতিতা  বেশ্যা যার জন্মের ঠিক নেই। ভারোবাতারী যাকে দেশ থেকে আউট করা হয়েছে সে আর বিশ্বের সামনে দেশের ভাবমূর্তি ক্ষুণ্ন করছে,"উনি নিজের বক্তব্য রাখেন , কিছু মানুষের জন্য যা হানিকর কিন্তু বহু মানুষ তার বক্তব্যে অনুপ্রাণিত হন।"
counterspeech,@taslimanasreen   আমাদের দেশের নাম্বার 1 পতিতা  বেশ্যা যার জন্মের ঠিক নেই। ভারোবাতারী যাকে দেশ থেকে আউট করা হয়েছে সে আর বিশ্বের সামনে দেশের ভাবমূর্তি ক্ষুণ্ন করছে,দেশের ভাবমূর্তি আপনার এই গালিগালাজ ব্যাবহার করার জন্যও কিন্তু হচ্ছে। আপনার এই অশ্লীল মন্তব্য অন্য দেশের কেউ যখন দেখবে আমাদের সম্পর্কে খারাপ ধারনা পোষণ করবে।
counterspeech,মাগী তোকে আমার ধন দিয়ে চুদে আমার ধন এর সন্মান নষ্ট করতে চায় না তোকে কুকুর দিয়ে চুদাবো নাস্তিক পতিতা।,"কেউ যদি নাস্তিক হয়, তাকে এমন অভব্য গালিগালাজ করার কিছু নেই। মানুষকে মনুষত্ব দিয়ে বিচার করুন। ধর্ম, জাতি, ভাষা ইত্যাদি দিয়ে নয়।"
counterspeech,মাগী তোকে আমার ধন দিয়ে চুদে আমার ধন এর সন্মান নষ্ট করতে চায় না তোকে কুকুর দিয়ে চুদাবো নাস্তিক পতিতা।,আপনার মুখের ভাষা এমনি আপনার সন্মান  নষ্ট করেছে। আলাদা করে আপনাকে আর নষ্ট করার উপায় ভাবতে হবে না ।আপনার যা মানসিকতা তার দেখে একটা পোষ্য কুকুরের ও লজ্জা পাবে।
counterspeech,তোকে গালি দিতেও ঘেন্না লাগে পতিতা কোথাকার 🤬😡😠totally a shit person  Shame on you,"আপনি নিজে শান্ত হয়ে ভাবুন তো যে এই মহিলা আপনার কি এমন ক্ষতি করেছেন, এতো ঘৃণা করছেন।"
counterspeech,তোকে গালি দিতেও ঘেন্না লাগে পতিতা কোথাকার 🤬😡😠totally a shit person  Shame on you,মাথা ঠাণ্ডা করুন এবং সুশীল ভাষায় কথা বলুন।
