ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans
1356601753349754882,A3D81Z9GMEKTJQ,<user> <user> <user> काहे का आचार्य है यह दो कौड़ी का म****** सूअर की औलाद रंडी का बच्चा फर्जी हिंदू है यह प्रमोद कृष्णन,आपकी पोस्ट अत्यधिक अपमानजनक हैं। मैं आपसे विनम्र निवेदन करता हूं कि शांत हो जाएं और लोगों को जवाब देते समय अधिक सम्मानजनक बनें।,['Empathy'],Offensive,<user> <user> <user> কাহে কাহে শিক্ষক।,আপনার পোস্টগুলি অত্যন্ত অপমানজনক। আমি বিনীতভাবে আপনাকে অনুরোধ করছি যাতে লোকেরা উত্তর দেওয়ার সময় শান্ত হওয়ার এবং আরও সম্মানজনক হয়ে উঠতে পারে।
1356601753349754882,A3D81Z9GMEKTJQ,<user> <user> <user> काहे का आचार्य है यह दो कौड़ी का म****** सूअर की औलाद रंडी का बच्चा फर्जी हिंदू है यह प्रमोद कृष्णन,किसी की आलोचना करते समय आपको अधिक सहानुभूति रखने की जरूरत है। इस तरह की भाषा बर्दाश्त के लायक नहीं है।,['Shaming'],Offensive,<user> <user> <user> কাহে কাহে শিক্ষক।,কারও সমালোচনা করার সময় আপনার আরও সহানুভূতিশীল হওয়া দরকার। এই ধরণের ভাষা সহ্য করার মতো নয়।
1356601753349754882,A1K5CHKFJJ7IF8,<user> <user> <user> काहे का आचार्य है यह दो कौड़ी का म****** सूअर की औलाद रंडी का बच्चा फर्जी हिंदू है यह प्रमोद कृष्णन,म------ रं-- का बच्चा बोलना सही नहीं है।  ऐसा बोलो जो आप भी सुन सको।,"['Shaming', 'Warning-of-Consequences']",Hate,<user> <user> <user> কাহে কাহে শিক্ষক।,আর --- রান-এর সন্তানের কথা বলা ঠিক নয়। আপনি যা শুনতে পারেন তা বলুন।
1356601753349754882,A1K5CHKFJJ7IF8,<user> <user> <user> काहे का आचार्य है यह दो कौड़ी का म****** सूअर की औलाद रंडी का बच्चा फर्जी हिंदू है यह प्रमोद कृष्णन,किस विषय का ही आचार्य होगा।  झाँच कर लो।,['Shaming'],Hate,<user> <user> <user> কাহে কাহে শিক্ষক।,কোন বিষয় শিক্ষক হবে। এটি গ্রহণ করা
1313161574656303104,A1K5CHKFJJ7IF8,#कांग्रेस_की_साजिश_हाथरस हिंदू भाइयों और बहनें आपके विरुद्ध मीडिया किस प्रकार मजेदार षड़यंत्र करती आयी देखें किउ की मोदी पैसे नहीं देगा जो पैसे दे रही उसके लिए ऐजेंडा चलाती रंडी के औलाद <url>,कुछ लोग पेसो से बिक जाते है पर सारे नहीं आप सभी को शर्मशार करने वाले पोस्ट को बल मत दीजिये।,['Empathy'],Hate,?,"কিছু লোক পেসো থেকে বিক্রি হয়, তবে আপনারা সবাইকে পোস্টটি বিব্রত করতে বাধ্য করবেন না।"
1313161574656303104,A1K5CHKFJJ7IF8,#कांग्रेस_की_साजिश_हाथरस हिंदू भाइयों और बहनें आपके विरुद्ध मीडिया किस प्रकार मजेदार षड़यंत्र करती आयी देखें किउ की मोदी पैसे नहीं देगा जो पैसे दे रही उसके लिए ऐजेंडा चलाती रंडी के औलाद <url>,मजेदार षड़यंत्र अनुचित है साथ ही आपकी मजेदार गालिया भी।,['Shaming'],Hate,?,মজার ষড়যন্ত্রটি অনুপযুক্ত পাশাপাশি আপনার মজাদার আপত্তি।
1371352648612519938,A3G1FS1OIFEDKD,<user> अभी कोई आकर हिंदू बोले गीता में सब कुछ गलत लिखा है उसका भी साथ दोगी अरंडी म******,सोशल मीडिया पर किसी को शाप या बदनाम न करें।,['Empathy'],Offensive,"<user> এখন কেউ এসে বললেন যে গীতায় সবকিছু ভুল লেখা হয়েছে, এটি ক্যাস্টর ক্যাস্টর ****** এ তাঁর সাথেও থাকবে",সোশ্যাল মিডিয়ায় কাউকে অভিশাপ বা বঞ্চিত করবেন না।
1371352648612519938,A3G1FS1OIFEDKD,<user> अभी कोई आकर हिंदू बोले गीता में सब कुछ गलत लिखा है उसका भी साथ दोगी अरंडी म******,मैं मानता हूं कि सभी धार्मिक ग्रंथों का सम्मान किया जाना चाहिए। लेकिन आपकी चिंता की भाषा घृणास्पद है।,['Affliation'],Offensive,"<user> এখন কেউ এসে বললেন যে গীতায় সবকিছু ভুল লেখা হয়েছে, এটি ক্যাস্টর ক্যাস্টর ****** এ তাঁর সাথেও থাকবে",আমি বিশ্বাস করি যে সমস্ত ধর্মীয় গ্রন্থকে সম্মান করা উচিত। তবে আপনার উদ্বেগের ভাষা ঘৃণ্য।
1371352648612519938,A1K5CHKFJJ7IF8,<user> अभी कोई आकर हिंदू बोले गीता में सब कुछ गलत लिखा है उसका भी साथ दोगी अरंडी म******,सही गलत मानने वालो के विचारो पर है। क्युकी कुछ चीजे जो आपके अनुसार सही है हो सकता है दूसरे के अनुसार गलत हो।,['Empathy'],Hate,"<user> এখন কেউ এসে বললেন যে গীতায় সবকিছু ভুল লেখা হয়েছে, এটি ক্যাস্টর ক্যাস্টর ****** এ তাঁর সাথেও থাকবে",যারা সঠিক ভুল বিশ্বাস করে তাদের চিন্তাভাবনা চলছে। কারণ আপনার মতে সঠিক কিছু জিনিস অন্যদের মতে ভুল হতে পারে।
1371352648612519938,A1K5CHKFJJ7IF8,<user> अभी कोई आकर हिंदू बोले गीता में सब कुछ गलत लिखा है उसका भी साथ दोगी अरंडी म******,म****** बहुत ही अनुचित शब्द है रोष दिखने के लिए।,['Shaming'],Hate,"<user> এখন কেউ এসে বললেন যে গীতায় সবকিছু ভুল লেখা হয়েছে, এটি ক্যাস্টর ক্যাস্টর ****** এ তাঁর সাথেও থাকবে",আমি ****** ক্রোধ দেখতে খুব অন্যায় শব্দ।
1311917785874755585,A1K5CHKFJJ7IF8,<user> <user> <user> <user> वो हलाल बच्चे कहाँ भगे? कोई लड़की से फोन करके बुलाये वो आ जायेगी सभी राजनैतिक हिंदू विरोधी नेता रंडी बाज चोर,राजनैतिक हिंदू विरोधी नेता रं-- बाज चोर सच्चे राजनेता को भी गलत दर्शा रहा है।,"['Shaming', 'Warning-of-Consequences']",Hate,<user> <user> <user> <user> এই হালাল বাচ্চারা কোথায় পালিয়ে গেছে? কিছু রাজনৈতিক হিন্দু নেতা এসে একটি মেয়েকে ফোন করে একটি মেয়েকে ডাকবেন,রাজনৈতিক-হিন্দু বিরোধী নেতা রান-বাজ চোরও সত্যিকারের রাজনীতিবিদকে ভুল দেখায়।
1311917785874755585,A1K5CHKFJJ7IF8,<user> <user> <user> <user> वो हलाल बच्चे कहाँ भगे? कोई लड़की से फोन करके बुलाये वो आ जायेगी सभी राजनैतिक हिंदू विरोधी नेता रंडी बाज चोर,"अपने पर संयम रख कर स्वच्छ भाषा चुनके, मत दर्शाये।","['Humour', 'Shaming']",Hate,<user> <user> <user> <user> এই হালাল বাচ্চারা কোথায় পালিয়ে গেছে? কিছু রাজনৈতিক হিন্দু নেতা এসে একটি মেয়েকে ফোন করে একটি মেয়েকে ডাকবেন,নিজের উপর সংযম রেখে পরিষ্কার ভাষা প্রদর্শন করবেন না।
1311917785874755585,A3D81Z9GMEKTJQ,<user> <user> <user> <user> वो हलाल बच्चे कहाँ भगे? कोई लड़की से फोन करके बुलाये वो आ जायेगी सभी राजनैतिक हिंदू विरोधी नेता रंडी बाज चोर,चुने हुए नेता जनता के प्रति जवाबदेह होते हैं। लेकिन यह आपको उन पर गाली देने का कोई अधिकार नहीं देता है।,['Shaming'],Offensive,<user> <user> <user> <user> এই হালাল বাচ্চারা কোথায় পালিয়ে গেছে? কিছু রাজনৈতিক হিন্দু নেতা এসে একটি মেয়েকে ফোন করে একটি মেয়েকে ডাকবেন,নির্বাচিত নেতারা জনসাধারণের কাছে দায়বদ্ধ। তবে এটি আপনাকে তাদের অপব্যবহার করার কোনও অধিকার দেয় না।
1311917785874755585,A3D81Z9GMEKTJQ,<user> <user> <user> <user> वो हलाल बच्चे कहाँ भगे? कोई लड़की से फोन करके बुलाये वो आ जायेगी सभी राजनैतिक हिंदू विरोधी नेता रंडी बाज चोर,कृपया चुने हुए नेताओं के साथ असहमति जताते हुए अधिक सम्मान करें।,['Empathy'],Offensive,<user> <user> <user> <user> এই হালাল বাচ্চারা কোথায় পালিয়ে গেছে? কিছু রাজনৈতিক হিন্দু নেতা এসে একটি মেয়েকে ফোন করে একটি মেয়েকে ডাকবেন,নির্বাচিত নেতাদের সাথে দ্বিমত পোষণ করে দয়া করে আরও সম্মান করুন।
1261206078290878465,A3G1FS1OIFEDKD,"T. V. च्यानल्स वाले एन्करोको इस प्रकार मारणा चाहिये की साले, फटे तक भागे l औरंगाबाद मे और देश के कही कोनोमे बिचारे मजदूर लोग अलग अलग तरीकोसे मरे जा रहे hai, और ये भडवे हिंदू मुस्लिम, bjp काँग्रेस, साधू संत, भारत पाकिस्तान, चीन,मे लगे हुवे हैl  मीडिया मोदी की रंडी बन चुकी हैl",मैं मानता हूं कि मीडिया को गरीब मजदूरों जैसे मुद्दों या वास्तविक महत्व पर ध्यान देना चाहिए लेकिन आपकी भाषा गलत है।,['Affliation'],Hate,টি। ভি।,আমি বিশ্বাস করি যে মিডিয়াগুলি দরিদ্র শ্রমিকদের মতো বিষয়গুলি বা সত্যিকারের গুরুত্বের দিকে মনোনিবেশ করা উচিত তবে আপনার ভাষা ভুল।
1261206078290878465,A3G1FS1OIFEDKD,"T. V. च्यानल्स वाले एन्करोको इस प्रकार मारणा चाहिये की साले, फटे तक भागे l औरंगाबाद मे और देश के कही कोनोमे बिचारे मजदूर लोग अलग अलग तरीकोसे मरे जा रहे hai, और ये भडवे हिंदू मुस्लिम, bjp काँग्रेस, साधू संत, भारत पाकिस्तान, चीन,मे लगे हुवे हैl  मीडिया मोदी की रंडी बन चुकी हैl",मीडिया लोकतंत्र का स्तंभ है और आपको विनम्र तरीके से उनकी आलोचना करनी चाहिए।  साथ ही देश के प्रधानमंत्री को बदनाम करना गलत है।,['Empathy'],Hate,টি। ভি।,"মিডিয়া গণতন্ত্রের একটি স্তম্ভ এবং আপনার তাদের একটি নম্র উপায়ে সমালোচনা করা উচিত। এছাড়াও, দেশের প্রধানমন্ত্রীকে অসম্মান করা ভুল।"
1261206078290878465,A1K5CHKFJJ7IF8,"T. V. च्यानल्स वाले एन्करोको इस प्रकार मारणा चाहिये की साले, फटे तक भागे l औरंगाबाद मे और देश के कही कोनोमे बिचारे मजदूर लोग अलग अलग तरीकोसे मरे जा रहे hai, और ये भडवे हिंदू मुस्लिम, bjp काँग्रेस, साधू संत, भारत पाकिस्तान, चीन,मे लगे हुवे हैl  मीडिया मोदी की रंडी बन चुकी हैl",आपकी बात सही मीडिया को दूसरे मुद्दे में भी ध्यान देना चाहिए।,['Affliation'],Hate,টি। ভি।,আপনার বক্তব্যটি অন্য ইস্যুতে সঠিক মিডিয়াতেও মনোযোগ দেওয়া উচিত।
1261206078290878465,A1K5CHKFJJ7IF8,"T. V. च्यानल्स वाले एन्करोको इस प्रकार मारणा चाहिये की साले, फटे तक भागे l औरंगाबाद मे और देश के कही कोनोमे बिचारे मजदूर लोग अलग अलग तरीकोसे मरे जा रहे hai, और ये भडवे हिंदू मुस्लिम, bjp काँग्रेस, साधू संत, भारत पाकिस्तान, चीन,मे लगे हुवे हैl  मीडिया मोदी की रंडी बन चुकी हैl",भारत में मजदुर वर्ग बहूत बड़ा है अगर उसके मुद्दे को नहीं समझा जायेगा तो विपरीत परिस्थिया होगी और कलह होंगे।,['Warning-of-Consequences'],Hate,টি। ভি।,"ভারতের মাজডোর ক্লাসটি খুব বড়, যদি এর বিষয়টি বোঝা না যায় তবে বিরূপ পরিস্থিতি এবং বিভেদ থাকবে।"
1337401753264742400,A3D81Z9GMEKTJQ,<user> <user> और तेरी बहन की कौन-कौन कटवा ले रहा है तो बताना तो विक्रम साले तू है तू हिंदू है साले रंडी की औलाद,ऑनलाइन बातचीत करते समय आपको अधिक विचारशील और विचारशील होना चाहिए। इस प्रकार की पोस्ट अत्यधिक असहनीय हैं और अगली बार से प्रतिबंधित कर दी जाएंगी।,['Warning-of-Consequences'],Offensive,"<user> <user> এবং কে আপনার বোনের কাটা পাচ্ছে, তবে আপনি বিক্রম শ্যালক, আপনি হিন্দু শ্যালকের সন্তান",অনলাইনে কথা বলার সময় আপনার আরও চিন্তাশীল এবং চিন্তাশীল হওয়া উচিত। এই ধরণের পোস্টগুলি অত্যন্ত অসহনীয় এবং পরবর্তী সময় থেকে নিষিদ্ধ করা হবে।
1337401753264742400,A3D81Z9GMEKTJQ,<user> <user> और तेरी बहन की कौन-कौन कटवा ले रहा है तो बताना तो विक्रम साले तू है तू हिंदू है साले रंडी की औलाद,क्या आप उसके परिवार और रिश्तेदारों को गालियां दिए बिना बहस नहीं कर सकते। ये गालियां आपके तर्क में कुछ भी रचनात्मक नहीं जोड़ती हैं।,['Shaming'],Offensive,"<user> <user> এবং কে আপনার বোনের কাটা পাচ্ছে, তবে আপনি বিক্রম শ্যালক, আপনি হিন্দু শ্যালকের সন্তান",আপনি তার পরিবার এবং আত্মীয়দের গালি না দিয়ে তর্ক করতে পারবেন না। এই অপব্যবহারগুলি আপনার যুক্তিতে সৃজনশীল কিছু যুক্ত করে না।
1337401753264742400,A1K5CHKFJJ7IF8,<user> <user> और तेरी बहन की कौन-कौन कटवा ले रहा है तो बताना तो विक्रम साले तू है तू हिंदू है साले रंडी की औलाद,किसी की बहन के बारे में ऐसे वाक्य बहुत ही अनुचित है सब को अपने अनुसार जीने का हक़ है। अगर किसी की बहन को दूसरे धर्म के लोग से प्रेम है तो आपको ऐसा बोलने का अधिकार नहीं है।,['Shaming'],Hate,"<user> <user> এবং কে আপনার বোনের কাটা পাচ্ছে, তবে আপনি বিক্রম শ্যালক, আপনি হিন্দু শ্যালকের সন্তান","কারও বোন সম্পর্কে এই জাতীয় বাক্যগুলি খুব অন্যায়, প্রত্যেকেরই নিজের অনুসারে বেঁচে থাকার অধিকার রয়েছে। যদি কারও বোন অন্য ধর্মের মানুষকে ভালবাসে তবে আপনার কাছে এমন কথা বলার অধিকার নেই।"
1337401753264742400,A1K5CHKFJJ7IF8,<user> <user> और तेरी बहन की कौन-कौन कटवा ले रहा है तो बताना तो विक्रम साले तू है तू हिंदू है साले रंडी की औलाद,ऐसे शब्द से आप सामने वाले को गुस्सा दिला रहे है और गुस्से में इंसान कुछ गलत और हिंसात्मक कदम उठा सकता है।,['Warning-of-Consequences'],Hate,"<user> <user> এবং কে আপনার বোনের কাটা পাচ্ছে, তবে আপনি বিক্রম শ্যালক, আপনি হিন্দু শ্যালকের সন্তান",এই জাতীয় শব্দের সাথে আপনি সামনে থাকা ব্যক্তির প্রতি রাগান্বিত হয়ে যাচ্ছেন এবং একজন রাগান্বিত ব্যক্তি কিছু ভুল এবং সহিংস পদক্ষেপ নিতে পারেন।
1246049474239070208,A3G1FS1OIFEDKD,<user> सारी हलाला कि पैदाइश जो मुसलिम आतंकवादी डाक्टर और नर्सो के उपर थूक रहे है उसके बारे मे कुछ मत बोलना रंडी सारी मौलाना कि रखैल,कुछ लोगों की कार्रवाई के लिए किसी धर्म से नफरत करना गलत है।  इससे धार्मिक असहिष्णुता पैदा हो सकती है।,['Warning-of-Consequences'],Hate,"<user> মুসলিম সন্ত্রাসী চিকিৎসক এবং নার্সদের উপর থুতু দেওয়া পুরো হালালার জন্ম, পান্ডি সম্পর্কে কিছু কথা বলেন না যা একজন উপপত্নী।",কিছু লোকের ক্রিয়াকলাপের জন্য কিছু ধর্মকে ঘৃণা করা ভুল। এটি ধর্মীয় অসহিষ্ণুতা সৃষ্টি করতে পারে।
1246049474239070208,A3G1FS1OIFEDKD,<user> सारी हलाला कि पैदाइश जो मुसलिम आतंकवादी डाक्टर और नर्सो के उपर थूक रहे है उसके बारे मे कुछ मत बोलना रंडी सारी मौलाना कि रखैल,एक समुदाय को बदनाम करने के बजाय हर धर्म का सम्मान करें और आंकड़े बोलें।,['Empathy'],Hate,"<user> মুসলিম সন্ত্রাসী চিকিৎসক এবং নার্সদের উপর থুতু দেওয়া পুরো হালালার জন্ম, পান্ডি সম্পর্কে কিছু কথা বলেন না যা একজন উপপত্নী।","কোনও সম্প্রদায়কে অপমান করার পরিবর্তে, প্রতিটি ধর্মকে সম্মান করুন এবং ব্যক্তিত্বের কথা বলুন।"
1246049474239070208,A1K5CHKFJJ7IF8,<user> सारी हलाला कि पैदाइश जो मुसलिम आतंकवादी डाक्टर और नर्सो के उपर थूक रहे है उसके बारे मे कुछ मत बोलना रंडी सारी मौलाना कि रखैल,डाक्टर और नर्सो का दर्जा काफी उच्चा है ऐसे अपमानित न करे।,"['Shaming', 'Warning-of-Consequences']",Hate,"<user> মুসলিম সন্ত্রাসী চিকিৎসক এবং নার্সদের উপর থুতু দেওয়া পুরো হালালার জন্ম, পান্ডি সম্পর্কে কিছু কথা বলেন না যা একজন উপপত্নী।",ডাক্তার এবং নার্সদের স্থিতি অপমান করবেন না খুব বেশি।
1246049474239070208,A1K5CHKFJJ7IF8,<user> सारी हलाला कि पैदाइश जो मुसलिम आतंकवादी डाक्टर और नर्सो के उपर थूक रहे है उसके बारे मे कुछ मत बोलना रंडी सारी मौलाना कि रखैल,कोई किसी को सपोर्ट करती हे तो उसकी र--ल नहीं बन जाती है किसी को भावनाओ को भी समझे।,"['Shaming', 'Warning-of-Consequences']",Hate,"<user> মুসলিম সন্ত্রাসী চিকিৎসক এবং নার্সদের উপর থুতু দেওয়া পুরো হালালার জন্ম, পান্ডি সম্পর্কে কিছু কথা বলেন না যা একজন উপপত্নী।",যদি কেউ কাউকে সমর্থন করে তবে এটি তার সিংহে পরিণত হয় না।
1351227879036755970,A1K5CHKFJJ7IF8,<user> इनको हाईलाइट आप मत कीजिए भैया जी यह लोग कनवर्टेड है सिर्फ इनका नाम ही हिंदू है बहुत बड़ी रंडी है यह औरत इनको आपकी बात समझ नहीं आएगी,धर्म की स्वतंत्रता के आधार पर कोई भी अपने पसंद के धर्म को चुन सकता है ऐसे वाक्य को बोल के उनको हिन्दू धर्म को चुन्नने पर शर्मिन्दिगी का बोध मत करवाओ।,['Shaming'],Hate,<user> আপনি এগুলি হাইলাইট করবেন না।,"ধর্মের স্বাধীনতার ভিত্তিতে যে কেউ তাদের পছন্দের ধর্ম বেছে নিতে পারে, এ জাতীয় বাক্য বলতে পারে এবং হিন্দু ধর্মের কথা শোনার জন্য তাদের লজ্জা সম্পর্কে সচেতন করে না।"
1351227879036755970,A1K5CHKFJJ7IF8,<user> इनको हाईलाइट आप मत कीजिए भैया जी यह लोग कनवर्टेड है सिर्फ इनका नाम ही हिंदू है बहुत बड़ी रंडी है यह औरत इनको आपकी बात समझ नहीं आएगी,कनवर्टेड ही सही है तो हिन्दू ही ऐसे बोल के आप खुद अपने धर्म का अपमान कर रहे है।,['Hypocrisy'],Hate,<user> আপনি এগুলি হাইলাইট করবেন না।,"রূপান্তরিত হলে যদি সঠিক হয়, তবে হিন্দুরা এগুলি বলে আপনার ধর্মকে অপমান করছে।"
1351227879036755970,A3D81Z9GMEKTJQ,<user> इनको हाईलाइट आप मत कीजिए भैया जी यह लोग कनवर्टेड है सिर्फ इनका नाम ही हिंदू है बहुत बड़ी रंडी है यह औरत इनको आपकी बात समझ नहीं आएगी,आपको क्यों लगता है सिर्फ आप ही सबसे बड़े विद्द्वान हैं ? महिलायें भी ढंगसे तर्क रखना जानती हैं। कृपया उनकी पूरी बात सुने और फिर निर्णय पे पहुचें ।,['Hypocrisy'],Offensive,<user> আপনি এগুলি হাইলাইট করবেন না।,আপনি কেন মনে করেন যে আপনি সবচেয়ে বড় বিদওয়ান? মহিলারাও কীভাবে যুক্তি দিতে জানেন। দয়া করে তাদের পুরো জিনিসটি শুনুন এবং তারপরে সিদ্ধান্তে পৌঁছান।
1351227879036755970,A3D81Z9GMEKTJQ,<user> इनको हाईलाइट आप मत कीजिए भैया जी यह लोग कनवर्टेड है सिर्फ इनका नाम ही हिंदू है बहुत बड़ी रंडी है यह औरत इनको आपकी बात समझ नहीं आएगी,क्या आपको अंदाज़ा है आपके शब्द से हिंसा फ़ैल सकती है ? मुझे आशा है आप आगे से इस बात को ध्यान मे रखेंगे।,['Warning-of-Consequences'],Offensive,<user> আপনি এগুলি হাইলাইট করবেন না।,আপনি কি অনুমান করেন যে আপনার কথা সহিংসতা ছড়িয়ে দিতে পারে? আমি আশা করি আপনি এটিকে আরও থেকে মনে রাখবেন।
1321686445648564225,A3G1FS1OIFEDKD,<user> सब हिंन्दुवो की कायरता की वजह से हो रहा है जो अपने बिबी बच्चों को तिरपाल में लपेट कर रखते हैं उसपर ये रंडीयो कुछ नहीं बोल पायेगी पता नहीं इसके अगल बगल के हिंन्दु ईन सब जैसो को जहन्नुम क्यो नहीं भेज देती मेरे अगल करिबन 100km के अंदर यदि कोई मुल्हा ये कोई हिंदू का मजाक उरायेगा तो स,"हाँ, बच्चों को ध्रुवीकरण करने वाली चीजें नहीं सिखानी चाहिए क्योंकि वे अगली पीढ़ी हैं। वे वह समाज हैं जिनकी हम तलाश करते हैं।",['Warning-of-Consequences'],Hate,"<user> সমস্ত হিন্দুরা হিন্দুভোর কাপুরুষতার কারণে ঘটছে, যারা তাদের খারাপ সন্তানদের তারপোলিনে আবৃত রাখে, তারা এ বিষয়ে কিছু বলতে সক্ষম হবে না, জানে না কেন তার পাশের হিন্দুরা কেন আমার জীবন প্রেরণ করবে না তবে যদি আমার জীবন পাঠাবে না দেশটি তখন 100 কিলোমিটারের ভিতরে একটি হিন্দুদের উপহাস করে তোলে","হ্যাঁ, বাচ্চাদের পোলারাইজিং জিনিসগুলি শেখানো উচিত নয় কারণ তারা পরবর্তী প্রজন্ম। তারা আমরা যে সমাজগুলি সন্ধান করি।"
1321686445648564225,A3G1FS1OIFEDKD,<user> सब हिंन्दुवो की कायरता की वजह से हो रहा है जो अपने बिबी बच्चों को तिरपाल में लपेट कर रखते हैं उसपर ये रंडीयो कुछ नहीं बोल पायेगी पता नहीं इसके अगल बगल के हिंन्दु ईन सब जैसो को जहन्नुम क्यो नहीं भेज देती मेरे अगल करिबन 100km के अंदर यदि कोई मुल्हा ये कोई हिंदू का मजाक उरायेगा तो स,"अगर हिंदू बच्चों को बचपन में खेलने और गाने की अनुमति दी जाए, तो वे बड़े होकर महान इंसान बनेंगे। आपकी सोच तर्कहीन और घृणित है।",['Shaming'],Hate,"<user> সমস্ত হিন্দুরা হিন্দুভোর কাপুরুষতার কারণে ঘটছে, যারা তাদের খারাপ সন্তানদের তারপোলিনে আবৃত রাখে, তারা এ বিষয়ে কিছু বলতে সক্ষম হবে না, জানে না কেন তার পাশের হিন্দুরা কেন আমার জীবন প্রেরণ করবে না তবে যদি আমার জীবন পাঠাবে না দেশটি তখন 100 কিলোমিটারের ভিতরে একটি হিন্দুদের উপহাস করে তোলে",যদি হিন্দু বাচ্চাদের শৈশবে খেলতে এবং গান করার অনুমতি দেওয়া হয় তবে তারা বড় হয়ে উঠবে একজন দুর্দান্ত ব্যক্তি হয়ে উঠবে। আপনার চিন্তাভাবনা অযৌক্তিক এবং ঘৃণ্য।
1321686445648564225,A1K5CHKFJJ7IF8,<user> सब हिंन्दुवो की कायरता की वजह से हो रहा है जो अपने बिबी बच्चों को तिरपाल में लपेट कर रखते हैं उसपर ये रंडीयो कुछ नहीं बोल पायेगी पता नहीं इसके अगल बगल के हिंन्दु ईन सब जैसो को जहन्नुम क्यो नहीं भेज देती मेरे अगल करिबन 100km के अंदर यदि कोई मुल्हा ये कोई हिंदू का मजाक उरायेगा तो स,कायरता शब्द का उपयोग किसी को निम्न माना जा रहा है की भावना को बढ़ावा देता है। कृपया किसी भी धर्म के लिए इस प्रकार के शब्दों का प्रयोग न करे।,['Empathy'],Hate,"<user> সমস্ত হিন্দুরা হিন্দুভোর কাপুরুষতার কারণে ঘটছে, যারা তাদের খারাপ সন্তানদের তারপোলিনে আবৃত রাখে, তারা এ বিষয়ে কিছু বলতে সক্ষম হবে না, জানে না কেন তার পাশের হিন্দুরা কেন আমার জীবন প্রেরণ করবে না তবে যদি আমার জীবন পাঠাবে না দেশটি তখন 100 কিলোমিটারের ভিতরে একটি হিন্দুদের উপহাস করে তোলে",কাপুরুষতা শব্দের ব্যবহার কাউকে কম হিসাবে বিবেচিত হওয়ার অনুভূতি প্রচার করে। দয়া করে কোনও ধর্মের জন্য এই ধরণের শব্দ ব্যবহার করবেন না।
1321686445648564225,A1K5CHKFJJ7IF8,<user> सब हिंन्दुवो की कायरता की वजह से हो रहा है जो अपने बिबी बच्चों को तिरपाल में लपेट कर रखते हैं उसपर ये रंडीयो कुछ नहीं बोल पायेगी पता नहीं इसके अगल बगल के हिंन्दु ईन सब जैसो को जहन्नुम क्यो नहीं भेज देती मेरे अगल करिबन 100km के अंदर यदि कोई मुल्हा ये कोई हिंदू का मजाक उरायेगा तो स,अगर कोई गलत करता है तो उसको सही करने की सलाह और सुझाव दे न की अपशब्द उपयोग कर के शर्म महसूस करवाए।,['Shaming'],Hate,"<user> সমস্ত হিন্দুরা হিন্দুভোর কাপুরুষতার কারণে ঘটছে, যারা তাদের খারাপ সন্তানদের তারপোলিনে আবৃত রাখে, তারা এ বিষয়ে কিছু বলতে সক্ষম হবে না, জানে না কেন তার পাশের হিন্দুরা কেন আমার জীবন প্রেরণ করবে না তবে যদি আমার জীবন পাঠাবে না দেশটি তখন 100 কিলোমিটারের ভিতরে একটি হিন্দুদের উপহাস করে তোলে","যদি কেউ ভুল করে, তবে পরামর্শ দিন এবং তাকে সংশোধন করার পরামর্শ দিন এবং আপত্তিজনক শব্দ ব্যবহার করে এটি লজ্জা বোধ করুন।"
1354107597721391110,A1K5CHKFJJ7IF8,रंडी की औलाद...चल भाग पाकिस्तान....हिंदू धर्म का अपमान करनेवाले को हिंदूस्थान मे कोई जगह नही...  #munawarfaruqui,अगर कोई किसी चीझ का अपमान करता है तो उसको  सही उदहारण से समझाना उचित है ना की भगाने की सलाह देना।  क्युकी भागकर दूसरी जगह भी ऐसा ही बर्ताव करेगा जो की दुसरो के लिए अनुचित होगा।,['Warning-of-Consequences'],Hate,পতিতার সন্তান ... পাকিস্তানের অস্থাবর অংশ .... হিন্দু ধর্মে হিন্দু ধর্মের অপমান করার কোনও স্থান নেই ... #মুনাওয়ারফারুউকি,যদি কেউ কোনও অভিশাপকে অপমান করে তবে এটি সঠিক উদাহরণ দিয়ে ব্যাখ্যা করা এবং গাড়ি চালানোর পরামর্শ না দেওয়া উপযুক্ত। কারণ এটি পালিয়ে যাবে এবং অন্য কোনও জায়গায় আচরণ করবে যা অন্যের পক্ষে অন্যায় হবে।
1354107597721391110,A1K5CHKFJJ7IF8,रंडी की औलाद...चल भाग पाकिस्तान....हिंदू धर्म का अपमान करनेवाले को हिंदूस्थान मे कोई जगह नही...  #munawarfaruqui,"रं-- की औलाद...चल भाग पाकिस्तान, किसी की मनः स्थिति को हानि पहुंचने वाले शब्द है। ऐसे शब्दों से सिर्फ तनाव बढ़ता है। अर्थार्थ इनका उपयोग ना करे।",['Warning-of-Consequences'],Hate,পতিতার সন্তান ... পাকিস্তানের অস্থাবর অংশ .... হিন্দু ধর্মে হিন্দু ধর্মের অপমান করার কোনও স্থান নেই ... #মুনাওয়ারফারুউকি,"রাতের বাচ্চারা… অস্থাবর অংশ পাকিস্তান, কারও মন মনের অবস্থার জন্য ক্ষতিকারক। এই জাতীয় শব্দগুলি কেবল চাপ বাড়ায়। অর্থ, এগুলি ব্যবহার করবেন না।"
