prefix,input_text,target_text
counterspeech,ইহুদিরা মার্কিন যুক্তরাষ্ট্রকে নিয়ন্ত্রণ করে সরকার এবং বিশ্বকে দখল করার একটি গোপন চক্রান্ত আছে,"বাস্তবতা অনেক সহজ। আমেরিকা যুক্তরাষ্ট্রের মতো সমাজগুলিতে, যেগুলি অধিকার এবং স্বাধীনতা বাড়িয়েছে, ইহুদি হিসাবে চিহ্নিত ব্যক্তিরা সফল হয়েছে। তবে এটি অন্য কোনও ধর্মীয় বা জাতিগত গোষ্ঠীর জন্যও রয়েছে।"
counterspeech,ইহুদিরা মার্কিন যুক্তরাষ্ট্রকে নিয়ন্ত্রণ করে সরকার এবং বিশ্বকে দখল করার একটি গোপন চক্রান্ত আছে,"আমেরিকা যুক্তরাষ্ট্রের মতো সমাজগুলিতে, যারা ইহুদি বা মুসলমান হিসাবে বা আফ্রো-আমেরিকান হিসাবে সফল হয়েছে তাদের প্রত্যেকের কাছে অধিকার এবং স্বাধীনতা বাড়িয়েছে। এই ইহুদি সাফল্যের গল্পটি বিশ্বকে শাসন করার কিছু গোপন ষড়যন্ত্রের ফলাফল নয়।"
counterspeech,ইহুদিরা 9/11 আক্রমণ করেছে।,ষড়যন্ত্র তত্ত্বগুলি সর্বদা কঠিন অর্থনৈতিক সময়ে জনপ্রিয় ছিল এবং ইহুদিরা প্রায়শই traditional তিহ্যবাহী বলির ছাগল।
counterspeech,"ইহুদিরা ব্যাংকগুলি, মিডিয়া, হলিউড এমনকি মার্কিন যুক্তরাষ্ট্রকে নিয়ন্ত্রণ করে সরকার; ইহুদিদের বিশ্বকে দখল করার একটি গোপন চক্রান্ত রয়েছে","কমপক্ষে আরও কিছু সাদা আধিপত্যবাদী গোষ্ঠী আরও 'সমতাবাদী' এবং তাদের ষড়যন্ত্র তত্ত্বগুলিতে বিভিন্ন প্রস্তাব দেয়। তারা কেবল ইহুদিদেরই নয়, আফ্রিকান আমেরিকান, অভিবাসী, ফেডারেল সরকার এবং এমনকি যে সমস্ত ভুল হয়ে যায় তার জন্য মহাকাশ থেকে টিকটিকিও দোষ দেয়!"
counterspeech,ইহুদিরা পুরোপুরি হলিউড চালায়।,ইহুদিরা চলচ্চিত্রের শিল্পের বিকাশে গুরুত্বপূর্ণ ভূমিকা পালন করেছে এবং কেউ কেউ নিজেকে উচ্চ-প্রোফাইলের অবস্থানে খুঁজে পেয়েছে। তবে ইহুদিরা চলচ্চিত্রের শিল্পে আধিপত্য বিস্তার করে না তা দেখার জন্য আপনাকে কেবল একাডেমি পুরষ্কারগুলি দেখতে হবে।
counterspeech,ইহুদিরা গোপনে বিশ্বকে নিয়ন্ত্রণ করে।,"ইহুদিরা যদি সত্যই বিশ্বকে দৌড়ায় বা নিয়ন্ত্রণ করে, তবে কীভাবে সম্ভব যে তারা গত কয়েক হাজার বছর ধরে নিয়মিতভাবে নির্যাতিত হয়েছে? নিয়ন্ত্রণের অদ্ভুত ধারণা ..."
counterspeech,ইরাকের যুদ্ধ হ'ল মার্কিন যুক্তরাষ্ট্রের সরকারকে নিয়ন্ত্রণকারী ইহুদিদের একটি ছোট্ট দল।,"যদি আমি সঠিকভাবে মনে করি, সেই সময় রাষ্ট্রপতি ছিলেন জর্জ ডব্লু বুশ, ভাইস প্রেসিডেন্ট ছিলেন ডিক চেনি, জাতীয় সুরক্ষা উপদেষ্টা ছিলেন কনডোলিজা রাইস এবং প্রতিরক্ষা সচিব ছিলেন ডোনাল্ড রুমসফেল্ড ... তারা সবাই যুদ্ধের পক্ষে ছিলেন এবং ছিলেন তারা সবাই যুদ্ধের পক্ষে ছিলেন এবং ছিলেন মার্কিন যুক্তরাষ্ট্রের জন্য সিদ্ধান্ত নেওয়ার চূড়ান্ত কর্তৃত্ব, এখনও তাদের কেউই ইহুদি নয়।"
counterspeech,ইহুদিরা মার্কিন যুক্তরাষ্ট্রকে নিয়ন্ত্রণ করে সরকার।,অবশ্যই ইহুদিরা রয়েছে যারা মার্কিন সরকারের মধ্যে প্রভাবের অবস্থান অর্জন করেছে। তবুও ইহুদিরা কেবল এই জাতীয় পদ অর্জন করেছে না। সাফল্য বা ব্যর্থতা নির্ধারণের জন্য কোনও ব্যক্তির গ্রুপ সদস্যতার উপর নির্ভর না করা ভাল। কোনও ব্যক্তির সাফল্য বা তার স্বতন্ত্র বৈশিষ্ট্যের উপর ভিত্তি করে ব্যর্থতার দিকে নজর দেওয়া ভাল।
counterspeech,ইহুদিরা খ্রীষ্টের খুনি।,আজ ইস্যুতে ক্যাথলিক চার্চের অবস্থান সম্পূর্ণ আলাদা। তারা আর ইহুদিদের চার্জ দেয় না।
counterspeech,ইহুদিরা খ্রীষ্টের খুনি।,আজকাল এটি ব্যাপকভাবে একমত যে যীশুকে রোমানরা দ্বারা মৃত্যুদন্ড কার্যকর করা হয়েছিল। যীশুকে মৃত্যুদন্ড কার্যকর করার দিন একই রোমানরা ক্রুশবিদ্ধ হয়ে কয়েক হাজার ইহুদিদেরও মৃত্যুদন্ড কার্যকর করেছিল।
counterspeech,ইহুদিরা মনে করে তারা সবার চেয়ে ভাল,"ইহুদী ধর্ম অনুসারে, ইহুদিরা ""নির্বাচিত মানুষ"" এর অর্থ এই নয় যে তারা অন্যের চেয়ে উচ্চতর বোধ করে। এই ধারণাটি ব্যাপকভাবে ভুল বোঝাবুঝি হয়েছে। ইহুদি নীতিশাস্ত্রকে সমর্থন করার জন্য এটি বেশিরভাগ ক্ষেত্রে বিশেষ দায়িত্বের সাথে সম্পর্কযুক্ত।"
counterspeech,ইহুদিরা মনে করে তারা সবার চেয়ে ভাল,"নির্বাচিত মানুষ হওয়ার অর্থ এই নয় যে ইহুদিদের অন্যের চেয়ে বেশি সুযোগ রয়েছে বা তারা অন্যের চেয়ে ভাল। বরং ইহুদি আইন অনুসারে, এর অর্থ হ'ল ইহুদি নৈতিক শিক্ষাগুলি সমর্থন করার জন্য তাদের একটি বিশেষ দায়িত্ব রয়েছে।"
counterspeech,ইহুদিরা মনে করে তারা সবার চেয়ে ভাল,"এই ধারণাটি তাওরাতের একটি ভুল ব্যাখ্যা থেকে এসেছে যেখানে ইহুদি জনগণকে ""জাতিদের কাছে আলোকপাত"" হিসাবে গ্রহণ করার জন্য ""নির্বাচিত"" ছিল, যা বলা হয়, সবার জন্য ভাল আচরণের উদাহরণ। তবে ""নির্বাচিত লোক"" ধারণাটি সময়ের সাথে সাথে কেউ কেউ বলে যে ইহুদিরা মনে করে যে তারা অ-ইহুদিদের চেয়ে ভাল।"
counterspeech,ইহুদিরা মনে করে তারা সবার চেয়ে ভাল,"এটা ভুল. উদাহরণস্বরূপ, অন্যান্য ধর্মের চেয়ে আলাদা, ইহুদী ধর্ম ""ধার্মিক বিধর্মী"" এর ধারণাটি প্রকাশ করে, একজন অ-ইহুদি যিনি নোহের সাতটি আইন অনুসরণ করার সিদ্ধান্ত নেন। এই আইনগুলির সেটটি ""নোহের সন্তানদের"" - অর্থাৎ সমস্ত মানবতার জন্য উত্সর্গীকৃত। যে এই নিয়মগুলি অনুসরণ করে সে ধার্মিক ইহুদি হিসাবে মৃত্যুর পরে একই পুরষ্কার পাবে। সুতরাং, ইহুদিরা ইহুদি হওয়া বা God শ্বরের দ্বারা রক্ষা পাওয়া একচেটিয়া মর্যাদা হিসাবে কেবল যারা বিশ্বাসের মধ্যে জন্মগ্রহণ করে তাদের জন্য সংরক্ষিত থাকে না।"
counterspeech,ইহুদিরা মনে করে তারা সবার চেয়ে ভাল,"এটি সত্য নয়, ইহুদী ধর্মে প্রত্যেক ব্যক্তি God শ্বরের সামনে সমান। প্রকৃতপক্ষে, অন্যান্য ধর্মের চেয়ে আলাদা, ইহুদী ধর্ম বলেছে যে যে কেউ নোহের সাতটি আইন অনুসরণ করার সিদ্ধান্ত নেয় (এটি সমস্ত মানবতার জন্য আইনগুলির একটি সেট) ধার্মিক ইহুদি হিসাবে মৃত্যুর পরে একই পুরষ্কার পাবে। সুতরাং, এমনকি ইহুদি না হয়েও আপনি God's শ্বরের গৌরবতে অ্যাক্সেস পেতে পারেন।"
counterspeech,ইহুদিরা মনে করে তারা এত বিশেষ,"ইহুদিরা সংখ্যালঘু হিসাবে আলাদা বোধ করতে পারে এবং কখনও কখনও তাদের সাংস্কৃতিক এবং ধর্মীয় পার্থক্যের কারণে তারা ভুল বোঝাবুঝি হয়। এটি তাদের ""বিশেষ"" হচ্ছে।"
counterspeech,ইহুদিরা মনে করে তারা এত বিশেষ,"ইহুদিরা সংখ্যালঘু হওয়ার জন্য আলাদা বোধ করে। তারা তাদের heritage তিহ্যের সাথেও একটি বিশেষ সংযোগ অনুভব করে (বেশিরভাগ গোষ্ঠী যেমন করে) তবে তারা গোষ্ঠী হিসাবে অন্যদের চেয়ে উচ্চতর বোধ করে না। ""নির্বাচিত লোক"" শব্দটি বাইবেলের বাধ্যবাধকতাগুলিকে বোঝায় এবং ধর্মীয় গোষ্ঠীগুলির মধ্যে একটি শ্রেণিবিন্যাস থেকে বেরিয়ে আসে না।"
counterspeech,"যেহেতু ইহুদিরা মনে করে যে তারা ""নির্বাচিত মানুষ"", তাই তারা বিশেষ সুযোগের জন্য জিজ্ঞাসা করে এবং বিশ্বাস করে যে তারা নিয়মের above র্ধ্বে হতে পারে।",আমি বিশ্বাস করি যে ইহুদিরা কেবল তাদের ধর্মকে অন্য কারও মতো অনুশীলনের একই অধিকারের ইচ্ছা করে।
counterspeech,"যেহেতু ইহুদিরা মনে করে যে তারা ""নির্বাচিত মানুষ"", তাই তারা বিশেষ সুযোগের জন্য জিজ্ঞাসা করে এবং বিশ্বাস করে যে তারা নিয়মের above র্ধ্বে হতে পারে।","এটি কেবল সত্যগুলির ভুল ব্যাখ্যা করছে। উদাহরণস্বরূপ, ক্রিসমাস এবং ইস্টার হিসাবে খ্রিস্টান ছুটির দিনগুলি নিয়মিতভাবে আমাদের সমাজে পর্যবেক্ষণ করা হয়। যেহেতু এই পালনগুলি মর্যাদার জন্য নেওয়া হয়, তাই কেন ইহুদি বা মুসলিম ছুটির পালনগুলি বিশেষ সুযোগ -সুবিধাগুলি গঠন হিসাবে দেখা উচিত?"
counterspeech,"যেহেতু ইহুদিরা মনে করে যে তারা ""নির্বাচিত মানুষ"", তাই তারা বিশেষ সুযোগের জন্য জিজ্ঞাসা করে এবং বিশ্বাস করে যে তারা নিয়মের above র্ধ্বে হতে পারে।",এটি কেবল সত্যগুলির ভুল ব্যাখ্যা করছে। ক্রিসমাস এবং ইস্টার হিসাবে খ্রিস্টান ছুটি নিয়মিত পর্যবেক্ষণ করা হয়। কেন ইহুদি বা মুসলিম ছুটির পর্যবেক্ষণগুলি বিশেষ সুযোগ -সুবিধাগুলি গঠন হিসাবে দেখা উচিত? এটি একটি ডাবল স্ট্যান্ডার্ড এবং ইক্যুইটির অভাব হবে।
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","আপনি কি জানেন যে ""জাতিগত বিজ্ঞানের"" ধারণাটি এবং তাই ইহুদিদের ""জাতি"" ধারণাটি 19 শতকের সময় পশ্চিম ইউরোপে শিকড় নিয়েছিল? ইহুদিদের প্রতি তাদের বিদ্বেষের জন্য নতুন যৌক্তিকতা হিসাবে জাতিগত বিরোধী জাতিগত যুক্তি গ্রহণ করেছিল।"
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","ইহুদিদের ""জাতিগত"" পার্থক্যের তত্ত্বগুলি আপনার এবং আমার অনেক আগে থেকেই বিকশিত হয়েছিল, এমনকি শারীরবৃত্তি এবং জেনেটিক্সের আধুনিক বিজ্ঞানের অনেক আগেই। আজকাল, সমস্ত নামীদামী বিজ্ঞানীরা সম্মত হন যে শারীরিক বৈশিষ্ট্যগুলি - ত্বকের রঙ, নির্দিষ্ট রোগের সংবেদনশীলতা - উত্তরাধিকার সূত্রে প্রাপ্ত হয়, সেখানে আবেগ, বুদ্ধি বা নৈতিকতার জন্য কোনও জাতিগত বা জাতিগত প্রবণতা নেই। অতএব, ইহুদিরা (বা অন্য কোনও নৃগোষ্ঠী) তাদের জিনগত মেকআপের কারণে খারাপ বা অনাকাঙ্ক্ষিত আচরণের প্রবণতা রয়েছে এই ধারণাটি সম্পূর্ণ অবৈজ্ঞানিক।"
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","এটি স্বীকৃতি দেওয়া গুরুত্বপূর্ণ যে ইহুদিদের ""জাতিগত"" পার্থক্যের তত্ত্বগুলি ফিজিওলজি এবং জেনেটিক্সের আধুনিক বিজ্ঞানের অনেক আগে থেকেই বিকশিত হয়েছিল। যদিও আজ ""জাতি"" শব্দটির কোনও বৈজ্ঞানিক অর্থ আছে কি না তা নিয়ে একটি পণ্ডিত বিতর্ক রয়েছে, সমস্ত নামীদামী বিজ্ঞানীরা একমত হন যে শারীরিক বৈশিষ্ট্য - ত্বকের রঙ, নির্দিষ্ট রোগের সংবেদনশীলতা - উত্তরাধিকার সূত্রে প্রাপ্ত, সেখানে কোনও জাতিগত বা বর্ণবাদী নেই আবেগ, বুদ্ধি বা নৈতিকতার দিকে ঝুঁকিপূর্ণ।"
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","আপনি কি জানেন যে আবেগ, বুদ্ধি বা নৈতিকতার জন্য কোনও জাতিগত বা জাতিগত প্রবণতা নেই? অতএব, ইহুদিরা (বা অন্য কোনও নৃগোষ্ঠী) তাদের জিনগত মেকআপের কারণে খারাপ বা অনাকাঙ্ক্ষিত আচরণের প্রবণতা রয়েছে এই ধারণাটি সম্পূর্ণ অবৈজ্ঞানিক।"
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।",শারীরিক বা জিনগত বৈশিষ্ট্যের উপর ভিত্তি করে ইহুদী ধর্মের একটি সংজ্ঞা বিভ্রান্তিকর কারণ ইহুদিরা বিশ্বজুড়ে উপস্থিত হয়। ইহুদিরা তাদের অ-ইহুদি প্রতিবেশীদের সাথে সাদৃশ্যপূর্ণ যে দেশগুলি থেকে তারা উত্পন্ন হয়।
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","শারীরিক বা জিনগত বৈশিষ্ট্যের উপর ভিত্তি করে ইহুদী ধর্মের একটি সংজ্ঞা কেবল ভুল। বহু শতাব্দী আন্তঃবিবাহ এবং রূপান্তরকালে, পূর্ব ইউরোপ থেকে ইহুদিরা পূর্ব ইউরোপীয়দের মতো দেখায়; ইথিওপিয়ার ইহুদিরা ইথিওপীয়দের মতো দেখায়; ভারত থেকে আসা ইহুদিরা ভারতীয়দের মতো দেখায়। এবং তাই এবং তাই ঘোষণা."
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","ইহুদিদের মানুষ হিসাবে কী এক করে দেয়, তারা ইউরোপ, এশিয়া, আফ্রিকা বা আমেরিকা থেকে আসা হোক না কেন, একটি সাধারণ সংস্কৃতি, এটি একটি সাধারণ ধর্মের মূল। বিশ্বজুড়ে ইহুদিরা কোনও কথিত জাতিগত সমতার চেয়ে ধর্মীয় এবং সাংস্কৃতিক heritage তিহ্যের সাথে যোগ দেয়।"
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।","তাহলে, ইহুদিদের ""হওয়া উচিত"" কেমন হওয়া উচিত? তাদের ""শারীরিক প্রকৃতি"" কী? একজন কৃষ্ণাঙ্গ ব্যক্তি কি ইহুদী হতে পারে? পূর্ব এশীয় বা ভারতীয় ব্যক্তি কি ইহুদি হতে পারে? খ্রিস্টান জন্মগ্রহণকারী এবং তারপরে ইহুদি হয়ে ওঠার বিষয়ে কী? আপনি কি দেখতে পাচ্ছেন যে রক্ত, ধর্ম এবং অসুস্থতা মোটেই সম্পর্কযুক্ত নয়?"
counterspeech,"ইহুদিরা অ-ইহুদিদের থেকে তাদের বিশ্বাসের কারণে নয়, তাদের শারীরিক প্রকৃতির কারণে পৃথক। ""ইহুদিতা"" এবং অসুস্থতা রক্তের মাধ্যমে উত্তরাধিকার সূত্রে প্রাপ্ত।",আমি দুঃখিত তবে ইহুদিদের জাতির ধারণাটি সেমিটিক বিরোধী কল্পনার চিত্র ছাড়া অন্য কিছু।
counterspeech,ইহুদিরা 9/11 আক্রমণ সম্পর্কে অগ্রিম জ্ঞান ছিল এবং কিছুই বলেনি।,"9/11 হামলাগুলি সন্ত্রাসবাদী সংগঠনের সদস্যরা আল কায়েদার সদস্যদের দ্বারা সংঘটিত হয়েছিল। ইহুদি ও ইস্রায়েলিদের আক্রমণ সম্পর্কে কোনও জ্ঞান ছিল না। প্রকৃতপক্ষে, হামলার সময় মারা যাওয়া ২,৯৯62২ জন ক্ষতিগ্রস্থদের মধ্যে প্রায় ৪০০ জন ভুক্তভোগী ইহুদি ছিলেন, কমপক্ষে দু'জন ইস্রায়েলি নাগরিক ছিলেন। যদি তারা এটি জানত তবে তারা কেন তাদের ভাইদের সতর্ক করে এবং বাঁচিয়েছিল না?"
counterspeech,কেবলমাত্র ইহুদিরা 9/11 হিসাবে এই জাতীয় জটিল এবং জটিল প্লটটি পরিকল্পনা এবং সম্পাদন করার জন্য যথেষ্ট স্মার্ট হতে পারে,১১ ই সেপ্টেম্বর ইস্রায়েলি নাগরিক সহ ১১ ই সেপ্টেম্বর সন্ত্রাসী হামলায় প্রায় ৪০০ ইহুদি মারা গিয়েছিল। সত্যিই খুব স্মার্ট পরিকল্পনা।
counterspeech,কেবলমাত্র ইহুদিরা 9/11 হিসাবে এই জাতীয় জটিল এবং জটিল প্লটটি পরিকল্পনা এবং সম্পাদন করার জন্য যথেষ্ট স্মার্ট হতে পারে,9/11 হামলাগুলি সন্ত্রাসবাদী সংগঠনের সদস্যরা আল কায়েদার সদস্যদের দ্বারা সংঘটিত হয়েছিল। ইহুদি ও ইস্রায়েলিদের আক্রমণগুলির সাথে কোনও সম্পর্ক নেই। এগুলি historical তিহাসিক তথ্য।
counterspeech,কেবলমাত্র ইহুদিরা 9/11 হিসাবে এই জাতীয় জটিল এবং জটিল প্লটটি পরিকল্পনা এবং সম্পাদন করার জন্য যথেষ্ট স্মার্ট হতে পারে,"এই পৌরাণিক কাহিনীটি ক্লাসিক বিরোধী-ইহুদিবাদে পরিণত হয়েছে: ইহুদিরা বিশ্বকে নিয়ন্ত্রণ করে এবং সমাজের বাকী অংশগুলিকে হেরফের করার ষড়যন্ত্র করে, নাৎসি প্রচারের বৈশিষ্ট্য রয়েছে-ইহুদিরা সমস্ত মন্দের উত্স।"
counterspeech,কেবলমাত্র ইহুদিরা 9/11 হিসাবে এই জাতীয় জটিল এবং জটিল প্লটটি পরিকল্পনা এবং সম্পাদন করার জন্য যথেষ্ট স্মার্ট হতে পারে,আমি আপনাকে জিজ্ঞাসা করতে পারি আপনি এই তথ্যটি কোথায় পেয়েছেন?
counterspeech,কেবলমাত্র ইহুদিরা 9/11 হিসাবে এই জাতীয় জটিল এবং জটিল প্লটটি পরিকল্পনা এবং সম্পাদন করার জন্য যথেষ্ট স্মার্ট হতে পারে,"আপনি জানেন, ইন্টারনেট একটি দুর্দান্ত জায়গা, তবে আপনাকে আপনার তথ্যের উত্স সম্পর্কে সতর্ক থাকতে হবে। ব্যক্তিগতভাবে আমি সিএনএন -এর মতো নামী উত্সগুলিকে বিশ্বাস করি যা 11 ই সেপ্টেম্বর আক্রমণগুলিতে উত্সর্গীকৃত বিশেষ ওয়েব পৃষ্ঠা রয়েছে।"
counterspeech,"ব্রিটিশ জনগণের সামাজিক আবাসনের অধিকার থাকা উচিত, অভিবাসী নয়।",অভিবাসীরা খুব সীমিত পরিস্থিতিতে ব্যতীত সামাজিক আবাসনের জন্য যোগ্য নয় (উদাঃ কোনও মহিলা ঘরোয়া সহিংসতার কারণে বাড়ি ছেড়ে চলে যেতে বাধ্য হন)।
counterspeech,"ব্রিটিশদের সামাজিক আবাসনের অধিকার থাকা উচিত, অভিবাসী নয়।",অনেক কাউন্সিলের অভিবাসীদের মতো আগতদের চেয়ে দীর্ঘকালীন বাসিন্দাদের পক্ষে ‘স্থানীয় সংযোগ’ বিধি রয়েছে।
counterspeech,"ব্রিটিশ জনগণের সামাজিক আবাসনের অধিকার থাকা উচিত, অভিবাসী নয়।",যুক্তরাজ্যে জন্মগ্রহণকারী মানুষের চেয়ে অভিবাসীদের সামাজিক বাড়ির কাছে আর কোনও ‘সঠিক’ নেই এবং বেশিরভাগ ক্ষেত্রে এটি পাওয়ার সম্ভাবনা খুব কম থাকে।
counterspeech,"ব্রিটিশ জনগণের সামাজিক আবাসনের অধিকার থাকা উচিত, অভিবাসী নয়।","এমনকি যদি কাজ করা অভিবাসীরা যোগ্য ছিল, তাদের বেশিরভাগই অবিবাহিত থাকায় তারা যোগ্যতা অর্জনের সম্ভাবনা কম।"
counterspeech,মাইগ্রেশন ছাড়াই ব্রিটেনের আবাসন সমস্যাগুলি সমাধান করা হবে,"অবশ্যই, মাইগ্রেশন আবাসন চাহিদা যুক্ত করে, তবে সমস্যাটি একটি আবাসন স্টক প্রদত্ত কাঠামোগত যা প্রয়োজনের তুলনায় খুব কম।"
counterspeech,মাইগ্রেশন ছাড়াই ব্রিটেনের আবাসন সমস্যাগুলি সমাধান করা হবে,"অফার এবং চাহিদার মধ্যে ব্যবধানটি এত বড় যে মাইগ্রেশন সম্পূর্ণরূপে বন্ধ হয়ে গেলেও, নতুন গৃহনির্মাণের প্রয়োজনের তুলনায় এখনও খুব কম হবে।"
counterspeech,থাকার অনুমতি ব্যতীত অভিবাসীরা এখনও আমাদের কল্যাণে অ্যাক্সেস করতে পারে,থা সত্য নয়: অভিবাসীরা ভাড়াটে পাওয়ার আগে ডকুমেন্ট চেকের মুখোমুখি হন। তারা এনএইচএস ব্যবহার করার সময় একই ধারণ করে।
counterspeech,থাকার অনুমতি ব্যতীত অভিবাসীরা এখনও আমাদের কল্যাণে অ্যাক্সেস করতে পারে,"অভিবাসীদের যারা এখন তাদের অবস্থান নিয়মিত করার চেষ্টা করছেন তাদেরকে মারাত্মক আইনী বাধাগুলি কাটিয়ে উঠতে হবে এবং শোষণের মুখোমুখি হতে হবে। এই ‘প্রতিকূল পরিবেশ’ এর লক্ষ্য অননুমোদিত অভিবাসীদের প্রতিরোধ করা, তবে এটি বাস্তবে এটি ব্রিটিশ নাগরিকদের যেমন পাসপোর্ট নেই তাদের প্রভাবিত করে। হয়তো কল্যাণ মুলতুবি প্রক্রিয়াকরণে অ্যাক্সেস একটি ভাল ধারণা হতে পারে?।"
counterspeech,আশ্রয়প্রার্থী এবং শরণার্থীরা বিনামূল্যে কাউন্সিলের আবাসন পান,তারা কাউন্সিলের আবাসন পেতে পারে না এবং এমনকি কাজ করার অনুমতিও দেয় না। তারা খাবার এবং অন্যান্য সমস্ত ব্যয়ের জন্য প্রতি সপ্তাহে মাত্র 35 ডলার পান।
counterspeech,আশ্রয়প্রার্থী এবং শরণার্থীরা বিনামূল্যে কাউন্সিল আবাসন পেতে পারেন,"যারা শরণার্থী হিসাবে স্বীকৃত তারা সামাজিক আবাসনের জন্য যোগ্য, এটি সত্য, তবে এটি পেতে খুব কম লোকই সফল হয় কারণ তাদের অস্থায়ী আবাসন ছেড়ে চলে যেতে এবং তাদের সমস্ত কাগজপত্রের ব্যবস্থা করার জন্য তাদের সর্বোচ্চ 28 দিন রয়েছে।"
counterspeech,আশ্রয়প্রার্থী এবং শরণার্থীরা বিনামূল্যে কাউন্সিল আবাসন পেতে পারেন,যারা আশ্রয়ের জন্য আবেদন করেন তারা রাষ্ট্রের কাছ থেকে সামান্য বা কোনও সহায়তা পান না। যদি তারা ‘নিঃস্ব’ হয় তবে তারা নিখরচায় থাকার ব্যবস্থা পেতে পারে তবে বাড়িওয়ালাদের কাছ থেকে ইজারা দেওয়া পুরানো সম্পত্তিগুলিতে বেসরকারী সংস্থাগুলি সরবরাহ করে। সুতরাং এখানে কোনও কাউন্সিলের আবাসন জড়িত নেই।
counterspeech,আশ্রয়প্রার্থী এবং শরণার্থীরা বিনামূল্যে কাউন্সিলের আবাসন পেতে এবং স্থায়ীভাবে বসতি স্থাপন করতে পারেন।,তাদের যুক্তরাজ্যে থাকার জন্য কেবল পাঁচ বছরের অনুমতি দেওয়া হয় এবং প্রায়শই তাদের সাথে বৈষম্যমূলক আচরণ করা হয় কারণ তাদের কেবলমাত্র সীমাবদ্ধ থাকার অধিকার রয়েছে।
counterspeech,অভিবাসীরা সরকারী পরিষেবাগুলিতে একটি চাপ দেয়,মাইগ্রেশন অবজারভেটরিটি অভিবাসীরা পরিষেবাগুলির চেয়ে বেশি ট্যাক্সে বেশি অর্থ প্রদান করে কিনা সে সম্পর্কে প্রমাণকে একত্রিত করেছে। প্রায় সমস্ত অধ্যয়ন দেখায় যে তারা করে।
counterspeech,অভিবাসীরা হাউজিংয়ের মতো সরকারী পরিষেবাগুলিতে একটি চাপ দেয়,"বিদেশে জন্মগ্রহণকারী যুক্তরাজ্যের লোকদের বৃদ্ধি সত্ত্বেও, বিদেশীরা সামাজিক জমিদারদের দ্বারা তৈরি নতুন লেটিংয়ের মাত্র 8%। অবশ্যই আরও বেশি অভিবাসীরা যেখানে বাস করেন সেখানে শতাংশ বেশি, তবে বড় চিত্রটি হ'ল দশটি লেটিংয়ের মধ্যে নয়টি ব্রিটিশ নাগরিকদের কাছে যায়।"
counterspeech,"ইহুদিরা সস্তা, লোভী এবং বস্তুবাদী।","এই খুব বৈশিষ্ট্যযুক্ত লোকেরা যে কোনও গোষ্ঠীর মধ্যে পাওয়া যায়, আপনি তাদের ধর্ম, জাতীয়তা দ্বারা সংজ্ঞায়িত করুন বা আপনি যে কোনও বৈশিষ্ট্য পছন্দ করেন না কেন।"
counterspeech,ইহুদিরা ওয়েলথী কারণ তারা স্বাভাবিকভাবেই অর্থের সাথে ভাল।,সমস্ত ইহুদি ধনী নয়। বিশ্বজুড়ে দারিদ্র্যে বসবাসকারী ইহুদি জনগোষ্ঠীর একটি উল্লেখযোগ্য অংশ রয়েছে।
